Episode Number,Cart Position,Cart Velocity,Pole Angle,Pole Angular Velocity,Action,Reward,Total Reward
19,-0.08078822,-0.9842859,0.12121067,1.4913262,1,1.0,7
19,-0.10047393,-0.7908299,0.15103719,1.2388201,1,1.0,8
19,-0.11629053,-0.59793556,0.1758136,0.9970088,1,1.0,9
19,-0.12824924,-0.4055444,0.19575377,0.76429415,1,1.0,10
20,0.045724373,0.24324088,0.043464996,-0.32310936,1,1.0,1
20,0.05058919,0.43771783,0.03700281,-0.6017746,1,1.0,2
20,0.059343547,0.6323032,0.024967317,-0.88257647,1,1.0,3
20,0.07198961,0.43685117,0.0073157866,-0.5821502,0,1.0,4
20,0.08072663,0.63186985,-0.004327218,-0.8725196,1,1.0,5
20,0.09336403,0.8270504,-0.021777611,-1.1665598,1,1.0,6
20,0.10990504,1.0224489,-0.045108806,-1.4659902,1,1.0,7
20,0.13035402,1.2180933,-0.07442861,-1.7724156,1,1.0,8
20,0.15471588,1.4139715,-0.10987692,-2.0872815,1,1.0,9
20,0.1829953,1.610018,-0.15162255,-2.4118168,1,1.0,10
20,0.21519567,1.8060968,-0.19985889,-2.746967,1,1.0,11
21,0.03378704,-0.21372373,-0.013143503,0.32710108,0,1.0,1
21,0.029512566,-0.40865612,-0.006601482,0.6156103,0,1.0,2
21,0.021339443,-0.6036852,0.0057107243,0.9062068,0,1.0,3
21,0.009265738,-0.79888403,0.02383486,1.2006792,0,1.0,4
21,-0.0067119426,-0.60407835,0.04784844,0.9155604,1,1.0,5
21,-0.01879351,-0.409635,0.06615965,0.6382913,1,1.0,6
21,-0.02698621,-0.60561407,0.078925475,0.9510535,0,1.0,7
21,-0.03909849,-0.411638,0.09794655,0.68417513,1,1.0,8
21,-0.04733125,-0.21800259,0.111630045,0.42386442,1,1.0,9
21,-0.0516913,-0.41451424,0.12010734,0.7495484,0,1.0,10
21,-0.05998159,-0.22123566,0.13509831,0.49694583,1,1.0,11
21,-0.0644063,-0.41797802,0.14503722,0.8289685,0,1.0,12
21,-0.072765864,-0.22510497,0.1616166,0.58518815,1,1.0,13
21,-0.07726796,-0.032571707,0.17332035,0.34746045,1,1.0,14
21,-0.077919394,0.15971594,0.18026957,0.11405184,1,1.0,15
21,-0.07472508,0.35185853,0.1825506,-0.116778985,1,1.0,16
21,-0.06768791,0.5439594,0.18021502,-0.34677002,1,1.0,17
21,-0.056808718,0.346793,0.17327961,-0.0031131909,0,1.0,18
21,-0.049872857,0.5390611,0.17321736,-0.23650678,1,1.0,19
21,-0.039091635,0.34194222,0.16848722,0.10541846,0,1.0,20
21,-0.032252792,0.5342993,0.17059559,-0.1297302,1,1.0,21
21,-0.021566804,0.72661906,0.16800098,-0.36411002,1,1.0,22
21,-0.0070344233,0.91900474,0.16071878,-0.59946537,1,1.0,23
21,0.011345672,0.72204256,0.14872947,-0.2607814,0,1.0,24
21,0.025786523,0.914763,0.14351384,-0.5031052,1,1.0,25
21,0.04408178,1.1076016,0.13345174,-0.74734104,1,1.0,26
21,0.066233814,1.3006546,0.11850493,-0.99522746,1,1.0,27
21,0.09224691,1.4940095,0.09860037,-1.2484665,1,1.0,28
21,0.1221271,1.2977715,0.07363104,-0.92659765,0,1.0,29
21,0.14808252,1.1017365,0.05509909,-0.6117141,0,1.0,30
21,0.17011726,1.2960469,0.042864807,-0.8865464,1,1.0,31
21,0.1960382,1.1003702,0.025133882,-0.58070236,0,1.0,32
21,0.21804559,0.90490514,0.013519834,-0.28020898,0,1.0,33
21,0.23614371,0.709593,0.007915654,0.01670723,0,1.0,34
21,0.25033557,0.9046005,0.008249799,-0.27346775,1,1.0,35
21,0.26842758,1.0996038,0.002780444,-0.5635373,1,1.0,36
21,0.29041964,0.90444297,-0.008490302,-0.2699797,0,1.0,37
21,0.30850852,1.0996851,-0.013889896,-0.56532836,1,1.0,38
21,0.3305022,1.294999,-0.025196463,-0.86235464,1,1.0,39
21,0.3564022,1.4904549,-0.042443555,-1.1628523,1,1.0,40
21,0.38621128,1.2959105,-0.0657006,-0.88377327,0,1.0,41
21,0.4121295,1.1017393,-0.083376065,-0.6124469,0,1.0,42
21,0.4341643,1.2979214,-0.095625006,-0.93018204,1,1.0,43
21,0.4601227,1.1042112,-0.11422864,-0.669015,0,1.0,44
21,0.48220694,0.91084725,-0.12760894,-0.41436958,0,1.0,45
21,0.5004239,1.1075251,-0.13589634,-0.7444029,1,1.0,46
21,0.52257437,1.3042346,-0.15078439,-1.0765775,1,1.0,47
21,0.5486591,1.1113911,-0.17231594,-0.8347571,0,1.0,48
21,0.5708869,0.9189891,-0.18901108,-0.6008388,0,1.0,49
21,0.58926666,0.7269437,-0.20102786,-0.37313992,0,1.0,50
21,0.60380554,0.53516006,-0.20849065,-0.14996271,0,1.0,51
22,-0.03348337,0.22661617,0.020936038,-0.30004114,1,1.0,1
22,-0.028951047,0.42143354,0.014935215,-0.5860484,1,1.0,2
22,-0.020522375,0.61634314,0.003214247,-0.87398946,1,1.0,3
22,-0.008195512,0.8114213,-0.014265542,-1.1656601,1,1.0,4
22,0.008032913,1.0067259,-0.037578743,-1.4627813,1,1.0,5
22,0.028167432,1.2022877,-0.06683437,-1.7669623,1,1.0,6
22,0.052213185,1.398098,-0.10217362,-2.0796566,1,1.0,7
22,0.08017515,1.5940955,-0.14376675,-2.4021065,1,1.0,8
22,0.11205705,1.4004914,-0.19180888,-2.1568184,0,1.0,9
23,0.034163482,0.16476633,0.0063488996,-0.31862023,1,1.0,1
23,0.03745881,0.35979727,-2.3505227e-05,-0.60929424,1,1.0,2
23,0.044654757,0.16467565,-0.012209389,-0.31661868,0,1.0,3
23,0.047948267,0.35996938,-0.018541763,-0.6131269,1,1.0,4
23,0.055147655,0.16511136,-0.0308043,-0.3263411,0,1.0,5
23,0.058449883,0.36065805,-0.037331123,-0.628577,1,1.0,6
23,0.06566305,0.55628055,-0.049902663,-0.93277913,1,1.0,7
23,0.07678866,0.752039,-0.068558246,-1.2407166,1,1.0,8
23,0.091829434,0.55786103,-0.093372576,-0.97027415,0,1.0,9
23,0.102986656,0.364108,-0.11277806,-0.7083223,0,1.0,10
23,0.11026882,0.56059647,-0.12694451,-1.0342692,1,1.0,11
23,0.12148075,0.3673701,-0.14762989,-0.78398335,0,1.0,12
23,0.12882815,0.17455181,-0.16330956,-0.5411477,0,1.0,13
23,0.13231918,0.37154698,-0.17413251,-0.88050866,1,1.0,14
23,0.13975012,0.5685523,-0.19174269,-1.2224844,1,1.0,15
24,-0.030043928,-0.22704262,-0.00444746,0.3067401,0,1.0,1
24,-0.03458478,-0.031857576,0.0016873418,0.012657877,1,1.0,2
24,-0.03522193,0.16324013,0.0019404994,-0.2794922,1,1.0,3
24,-0.03195713,-0.031909443,-0.0036493444,0.013802128,0,1.0,4
24,-0.032595318,0.16326466,-0.0033733018,-0.28002998,1,1.0,5
24,-0.029330024,0.35843456,-0.008973901,-0.57377493,1,1.0,6
24,-0.022161335,0.16343957,-0.0204494,-0.2839325,0,1.0,7
24,-0.018892543,-0.031384837,-0.02612805,0.0022313057,0,1.0,8
24,-0.01952024,-0.22612251,-0.026083423,0.28655735,0,1.0,9
24,-0.02404269,-0.42086297,-0.020352276,0.570901,0,1.0,10
24,-0.03245995,-0.6156937,-0.008934257,0.8571034,0,1.0,11
24,-0.04477382,-0.42045113,0.008207811,0.56162465,1,1.0,12
24,-0.053182844,-0.22544535,0.019440304,0.27153885,1,1.0,13
24,-0.057691753,-0.030606108,0.024871081,-0.014949671,1,1.0,14
24,-0.058303874,0.16415049,0.024572087,-0.2996829,1,1.0,15
24,-0.055020865,0.35891375,0.01857843,-0.5845161,1,1.0,16
24,-0.04784259,0.5537706,0.006888109,-0.8712892,1,1.0,17
24,-0.036767177,0.35855561,-0.010537675,-0.5764486,0,1.0,18
24,-0.029596066,0.16358295,-0.022066647,-0.28710386,0,1.0,19
24,-0.026324406,0.35901254,-0.027808724,-0.5866639,1,1.0,20
24,-0.019144155,0.5545127,-0.039542,-0.8879755,1,1.0,21
24,-0.008053902,0.75014836,-0.05730151,-1.192822,1,1.0,22
24,0.006949066,0.9459638,-0.08115795,-1.5029005,1,1.0,23
24,0.025868343,0.75191534,-0.11121596,-1.2366201,0,1.0,24
24,0.04090665,0.94827664,-0.13594836,-1.5619724,1,1.0,25
24,0.059872184,1.1447377,-0.16718781,-1.8937907,1,1.0,26
24,0.082766935,1.3412325,-0.20506363,-2.233348,1,1.0,27
25,-0.013566327,0.23303235,-0.022866398,-0.281455,1,1.0,1
25,-0.00890568,0.0382439,-0.028495498,0.003929138,0,1.0,2
25,-0.008140802,0.23376268,-0.028416915,-0.29760653,1,1.0,3
25,-0.0034655486,0.42927796,-0.034369044,-0.5991145,1,1.0,4
25,0.0051200106,0.2346533,-0.046351336,-0.3174524,0,1.0,5
25,0.009813077,0.43040374,-0.05270038,-0.6243851,1,1.0,6
25,0.01842115,0.23605561,-0.06518809,-0.3487544,0,1.0,7
25,0.023142263,0.041918453,-0.07216317,-0.0773189,0,1.0,8
25,0.023980632,0.23799674,-0.07370955,-0.3918684,1,1.0,9
25,0.028740566,0.043994017,-0.08154692,-0.12330549,0,1.0,10
25,0.029620448,0.24018383,-0.08401303,-0.44056052,1,1.0,11
25,0.034424122,0.046345074,-0.092824236,-0.17549866,0,1.0,12
25,0.035351027,0.24266443,-0.09633421,-0.4959611,1,1.0,13
25,0.040204313,0.43900344,-0.10625343,-0.8173826,1,1.0,14
25,0.048984382,0.635407,-0.122601084,-1.1415062,1,1.0,15
25,0.06169252,0.44208184,-0.1454312,-0.8896497,0,1.0,16
25,0.07053416,0.2492008,-0.1632242,-0.6459885,0,1.0,17
25,0.075518176,0.44617555,-0.17614397,-0.98529863,1,1.0,18
25,0.084441684,0.64316314,-0.19584994,-1.327727,1,1.0,19
26,0.026105924,0.1810829,0.01360198,-0.29139963,1,1.0,1
26,0.029727582,0.3760083,0.0077739875,-0.5797618,1,1.0,2
26,0.037247747,0.5710204,-0.003821249,-0.8699857,1,1.0,3
26,0.048668157,0.76619416,-0.021220962,-1.1638676,1,1.0,4
26,0.06399204,0.9615859,-0.044498313,-1.4631276,1,1.0,5
26,0.08322376,1.1572239,-0.07376087,-1.7693725,1,1.0,6
26,0.106368236,1.353097,-0.109148316,-2.0840492,1,1.0,7
26,0.13343017,1.1592348,-0.1508293,-1.8270121,0,1.0,8
26,0.15661487,1.3556733,-0.18736954,-2.1625004,1,1.0,9
27,-0.0131516885,0.18934247,0.031046199,-0.31315064,1,1.0,1
27,-0.009364839,0.3840087,0.024783187,-0.5958832,1,1.0,2
27,-0.0016846652,0.5787752,0.012865523,-0.8806577,1,1.0,3
27,0.0098908385,0.77372,-0.0047476306,-1.1692684,1,1.0,4
27,0.025365239,0.9689034,-0.028132997,-1.463436,1,1.0,5
27,0.044743307,0.7741372,-0.057401717,-1.1796722,0,1.0,6
27,0.060226053,0.5798056,-0.080995165,-0.9055218,0,1.0,7
27,0.07182217,0.7759254,-0.0991056,-1.2225237,1,1.0,8
27,0.087340675,0.9721745,-0.12355607,-1.5445422,1,1.0,9
27,0.106784165,1.1685454,-0.15444691,-1.8730862,1,1.0,10
27,0.13015507,0.9754113,-0.19190864,-1.6320604,0,1.0,11
28,-0.031713255,0.16037107,-0.048885953,-0.3029832,1,1.0,1
28,-0.028505832,-0.034021318,-0.054945614,-0.026109708,0,1.0,2
28,-0.029186258,0.16184379,-0.05546781,-0.33560988,1,1.0,3
28,-0.025949383,0.35770947,-0.062180005,-0.6452557,1,1.0,4
28,-0.018795194,0.55364025,-0.07508512,-0.9568531,1,1.0,5
28,-0.007722388,0.359604,-0.09422218,-0.688673,0,1.0,6
28,-0.00053030805,0.55589855,-0.107995644,-1.0094693,1,1.0,7
28,0.010587663,0.7522832,-0.12818503,-1.3340191,1,1.0,8
28,0.025633328,0.9487666,-0.15486541,-1.6639093,1,1.0,9
28,0.04460866,1.1453154,-0.1881436,-2.000553,1,1.0,10
29,0.040484104,0.22625184,0.04918249,-0.2454206,1,1.0,1
29,0.04500914,0.42063808,0.044274077,-0.5221936,1,1.0,2
29,0.053421903,0.6151098,0.033830207,-0.800603,1,1.0,3
29,0.0657241,0.41954058,0.017818145,-0.49747282,0,1.0,4
29,0.07411491,0.22417198,0.0078686895,-0.19922818,0,1.0,5
29,0.07859835,0.4191805,0.0038841255,-0.48941854,1,1.0,6
29,0.08698196,0.61424744,-0.005904245,-0.7808748,1,1.0,7
29,0.09926691,0.8094501,-0.021521742,-1.0754095,1,1.0,8
29,0.11545591,0.614619,-0.04302993,-0.78955746,0,1.0,9
29,0.1277483,0.81030464,-0.05882108,-1.0954611,1,1.0,10
29,0.14395438,1.0061499,-0.080730304,-1.4060043,1,1.0,11
29,0.16407739,1.2021757,-0.10885039,-1.7227944,1,1.0,12
29,0.1881209,1.0084553,-0.14330629,-1.4658724,0,1.0,13
29,0.20829,1.2050117,-0.17262372,-1.7996727,1,1.0,14
29,0.23239024,1.4015933,-0.20861718,-2.1406622,1,1.0,15
30,0.04413752,0.17247796,-0.03417552,-0.30989203,1,1.0,1
30,0.047587078,0.36806977,-0.04037336,-0.61315405,1,1.0,2
30,0.05494847,0.56373197,-0.05263644,-0.9182747,1,1.0,3
30,0.066223115,0.36935958,-0.07100193,-0.6425879,0,1.0,4
30,0.073610306,0.17529537,-0.08385369,-0.37308207,0,1.0,5
30,0.077116214,-0.018541502,-0.09131534,-0.107972495,0,1.0,6
30,0.07674538,0.1777623,-0.09347478,-0.4280108,1,1.0,7
30,0.08030063,-0.015920095,-0.102035,-0.1661971,0,1.0,8
30,0.07998222,0.18050319,-0.10535894,-0.4892459,1,1.0,9
30,0.08359229,0.37694147,-0.11514386,-0.81318766,1,1.0,10
30,0.09113112,0.5734363,-0.13140762,-1.1397557,1,1.0,11
30,0.102599844,0.7700082,-0.15420273,-1.4705942,1,1.0,12
30,0.11800001,0.9666433,-0.18361461,-1.807203,1,1.0,13
31,0.009441881,-0.24464731,0.01842523,0.31854746,0,1.0,1
31,0.0045489357,-0.049792554,0.024796179,0.031731665,1,1.0,2
31,0.0035530846,0.14496519,0.025430812,-0.25302583,1,1.0,3
31,0.0064523886,0.33971497,0.020370295,-0.53758013,1,1.0,4
31,0.013246687,0.14431262,0.009618692,-0.23854901,0,1.0,5
31,0.01613294,0.33929586,0.0048477123,-0.52818245,1,1.0,6
31,0.022918858,0.14410603,-0.0057159374,-0.23397596,0,1.0,7
31,0.025800977,-0.050933782,-0.010395457,0.056898504,0,1.0,8
31,0.024782302,0.14433567,-0.009257487,-0.23904605,1,1.0,9
31,0.027669016,0.33958864,-0.014038407,-0.5346346,1,1.0,10
31,0.034460787,0.53490514,-0.0247311,-0.8317077,1,1.0,11
31,0.045158893,0.34012976,-0.041365255,-0.54690415,0,1.0,12
31,0.051961485,0.14561266,-0.052303337,-0.26753598,0,1.0,13
31,0.05487374,0.34144053,-0.057654057,-0.57624626,1,1.0,14
31,0.06170255,0.5373212,-0.06917898,-0.88652,1,1.0,15
31,0.07244898,0.73331064,-0.08690938,-1.2001233,1,1.0,16
31,0.08711519,0.92944264,-0.11091185,-1.5187302,1,1.0,17
31,0.10570404,0.7358228,-0.14128645,-1.2626263,0,1.0,18
31,0.12042049,0.5427613,-0.16653898,-1.0173198,0,1.0,19
31,0.13127573,0.7396645,-0.18688537,-1.3573246,1,1.0,20
32,-0.009136967,0.21010946,-0.008900915,-0.3067732,1,1.0,1
32,-0.0049347784,0.4053571,-0.015036379,-0.60224986,1,1.0,2
32,0.0031723636,0.60068613,-0.027081376,-0.8996308,1,1.0,3
32,0.015186085,0.40594143,-0.045073994,-0.6155818,0,1.0,4
32,0.023304913,0.6016632,-0.05738563,-0.9221136,1,1.0,5
32,0.03533818,0.79751164,-0.075827904,-1.2322648,1,1.0,6
32,0.05128841,0.99352235,-0.100473195,-1.547708,1,1.0,7
32,0.071158856,1.1896967,-0.13142736,-1.869975,1,1.0,8
32,0.09495279,1.3859881,-0.16882686,-2.2004013,1,1.0,9
33,-0.018965943,-0.23501728,0.006991507,0.339457,0,1.0,1
33,-0.023666289,-0.039995503,0.013780647,0.048986986,1,1.0,2
33,-0.0244662,0.15492617,0.014760387,-0.23931637,1,1.0,3
33,-0.021367677,-0.040403508,0.00997406,0.05798561,0,1.0,4
33,-0.022175746,0.15457402,0.011133771,-0.23153381,1,1.0,5
33,-0.019084265,-0.040705234,0.0065030954,0.06464018,0,1.0,6
33,-0.01989837,0.15432288,0.007795899,-0.2259839,1,1.0,7
33,-0.016811913,0.34933254,0.003276221,-0.51619756,1,1.0,8
33,-0.009825261,0.15416463,-0.00704773,-0.22248402,0,1.0,9
33,-0.006741969,0.3493866,-0.01149741,-0.5173817,1,1.0,10
33,0.00024576287,0.54466856,-0.021845045,-0.81366545,1,1.0,11
33,0.011139133,0.34985247,-0.038118355,-0.527933,0,1.0,12
33,0.018136183,0.15528697,-0.048677012,-0.24750082,0,1.0,13
33,0.021241922,-0.039107222,-0.05362703,0.029439675,0,1.0,14
33,0.020459777,-0.23342074,-0.053038236,0.30473217,0,1.0,15
33,0.015791362,-0.42774832,-0.046943594,0.5802277,0,1.0,16
33,0.007236396,-0.23200108,-0.03533904,0.27313393,1,1.0,17
33,0.0025963746,-0.03639317,-0.029876359,-0.030482233,1,1.0,18
33,0.0018685112,0.15914421,-0.030486004,-0.33243975,1,1.0,19
33,0.0050513954,0.35468653,-0.0371348,-0.6345784,1,1.0,20
33,0.012145125,0.55030626,-0.04982637,-0.9387208,1,1.0,21
33,0.02315125,0.74606323,-0.06860078,-1.2466348,1,1.0,22
33,0.038072515,0.94199467,-0.09353348,-1.5599934,1,1.0,23
33,0.056912407,1.1381032,-0.12473335,-1.8803294,1,1.0,24
33,0.079674475,0.94454175,-0.16233994,-1.6288193,0,1.0,25
33,0.09856531,0.75165766,-0.19491632,-1.3908159,0,1.0,26
34,0.016189428,0.16473708,0.0387995,-0.2951969,1,1.0,1
34,0.01948417,0.35928503,0.03289556,-0.575395,1,1.0,2
34,0.02666987,0.55393076,0.021387659,-0.8575361,1,1.0,3
34,0.037748486,0.35852405,0.0042369375,-0.5582056,0,1.0,4
34,0.044918966,0.5535863,-0.006927174,-0.84955066,1,1.0,5
34,0.055990692,0.3585595,-0.023918187,-0.559054,0,1.0,6
34,0.06316188,0.55400884,-0.035099268,-0.8591755,1,1.0,7
34,0.074242055,0.7495909,-0.052282777,-1.1626849,1,1.0,8
34,0.089233875,0.9453532,-0.075536475,-1.4712913,1,1.0,9
34,0.10814094,1.1413133,-0.104962304,-1.78658,1,1.0,10
34,0.1309672,1.3374457,-0.1406939,-2.1099617,1,1.0,11
34,0.15771613,1.5336676,-0.18289314,-2.4426138,1,1.0,12
35,0.005681614,-0.20642363,-0.018934775,0.30746758,0,1.0,1
35,0.0015531417,-0.011037052,-0.012785424,0.008873782,1,1.0,2
35,0.0013324006,0.1842659,-0.012607948,-0.2878155,1,1.0,3
35,0.0050177188,-0.010674002,-0.018364258,0.00086445955,0,1.0,4
35,0.0048042387,-0.20552783,-0.018346969,0.28769714,0,1.0,5
35,0.000693682,-0.010149112,-0.012593026,-0.010715329,1,1.0,6
35,0.0004906998,0.18515116,-0.012807333,-0.30734476,1,1.0,7
35,0.0041937227,-0.009785982,-0.018954229,-0.018728282,0,1.0,8
35,0.0039980034,0.18560259,-0.019328794,-0.31733072,1,1.0,9
35,0.007710055,-0.009238796,-0.025675409,-0.03080553,0,1.0,10
35,0.007525279,0.18624176,-0.026291518,-0.33147746,1,1.0,11
35,0.011250114,-0.008496271,-0.03292107,-0.04720018,0,1.0,12
35,0.011080189,-0.20313106,-0.03386507,0.23491678,0,1.0,13
35,0.0070175678,-0.007542045,-0.029166736,-0.06825297,1,1.0,14
35,0.0068667266,-0.20223396,-0.030531796,0.21508688,0,1.0,15
35,0.0028220476,-0.0066891187,-0.026230058,-0.087068625,1,1.0,16
35,0.0026882652,0.1887988,-0.02797143,-0.3879104,1,1.0,17
35,0.0064642415,0.3843064,-0.03572964,-0.6892796,1,1.0,18
35,0.014150369,0.5799055,-0.04951523,-0.9929933,1,1.0,19
35,0.02574848,0.7756537,-0.0693751,-1.3008072,1,1.0,20
35,0.041261554,0.58147734,-0.09539124,-1.0306233,0,1.0,21
35,0.0528911,0.7777301,-0.11600371,-1.3516666,1,1.0,22
35,0.068445705,0.974102,-0.14303704,-1.6782734,1,1.0,23
35,0.087927744,1.1705637,-0.17660251,-2.011866,1,1.0,24
36,0.031356107,-0.194945,0.008432598,0.32378545,0,1.0,1
36,0.02745721,-0.39018598,0.014908307,0.6191157,0,1.0,2
36,0.01965349,-0.19527541,0.027290622,0.3311652,1,1.0,3
36,0.015747981,-0.00055233855,0.033913925,0.047211803,1,1.0,4
36,0.015736934,0.19406731,0.03485816,-0.23458102,1,1.0,5
36,0.01961828,0.38867432,0.03016654,-0.516068,1,1.0,6
36,0.027391767,0.19314086,0.01984518,-0.21403362,0,1.0,7
36,0.031254586,-0.0022591103,0.015564509,0.08484273,0,1.0,8
36,0.031209402,0.19263631,0.017261364,-0.20288922,1,1.0,9
36,0.035062127,0.3875072,0.013203579,-0.49007744,1,1.0,10
36,0.042812273,0.19220151,0.0034020303,-0.19326267,0,1.0,11
36,0.046656303,-0.0029689483,-0.00046322288,0.10049151,0,1.0,12
36,0.046596922,-0.19808426,0.0015466074,0.39302826,0,1.0,13
36,0.04263524,-0.0029842881,0.009407173,0.10083336,1,1.0,14
36,0.042575553,0.1920016,0.011423839,-0.18886685,1,1.0,15
36,0.046415586,-0.0032819202,0.0076465025,0.10739783,0,1.0,16
36,0.046349946,-0.19851261,0.00979446,0.40248334,0,1.0,17
36,0.042379692,-0.0035309354,0.017844126,0.1129044,1,1.0,18
36,0.042309076,-0.19890396,0.020102214,0.41116318,0,1.0,19
36,0.038330995,-0.39430505,0.028325478,0.71011525,0,1.0,20
36,0.030444896,-0.1995866,0.042527784,0.4264813,1,1.0,21
36,0.026453163,-0.0050920052,0.05105741,0.1475026,1,1.0,22
36,0.026351323,-0.20090652,0.054007463,0.45584598,0,1.0,23
36,0.022333192,-0.006588099,0.06312438,0.18066381,1,1.0,24
36,0.02220143,0.18757643,0.06673766,-0.09145668,1,1.0,25
36,0.02595296,-0.008435466,0.06490853,0.22151296,0,1.0,26
36,0.02578425,0.18570155,0.06933878,-0.05000964,1,1.0,27
36,0.029498281,-0.010342605,0.06833859,0.26371923,0,1.0,28
36,0.029291429,0.18374074,0.07361297,-0.006650323,1,1.0,29
36,0.032966245,-0.01235551,0.073479965,0.3083201,0,1.0,30
36,0.03271913,-0.20844334,0.07964637,0.62324184,0,1.0,31
36,0.028550267,-0.014518486,0.09211121,0.35666797,1,1.0,32
36,0.028259896,0.17918141,0.099244565,0.09439225,1,1.0,33
36,0.031843524,0.3727512,0.10113241,-0.16540365,1,1.0,34
36,0.03929855,0.17633791,0.097824335,0.15739319,0,1.0,35
36,0.042825308,0.3699331,0.100972205,-0.102896705,1,1.0,36
36,0.05022397,0.17351994,0.098914266,0.21985783,0,1.0,37
36,0.053694367,0.36709908,0.10331143,-0.040058155,1,1.0,38
36,0.06103635,0.5605995,0.10251026,-0.29844165,1,1.0,39
36,0.07224834,0.36417705,0.09654143,0.024730561,0,1.0,40
36,0.07953188,0.5577915,0.09703604,-0.23599961,1,1.0,41
36,0.09068771,0.7514028,0.09231605,-0.49656653,1,1.0,42
36,0.10571577,0.55510867,0.08238472,-0.17627668,0,1.0,43
36,0.11681794,0.35891023,0.07885918,0.1412165,0,1.0,44
36,0.123996146,0.16275261,0.08168352,0.4576991,0,1.0,45
36,0.1272512,0.35663053,0.09083749,0.1918401,1,1.0,46
36,0.13438381,0.5503435,0.0946743,-0.070861876,1,1.0,47
36,0.14539067,0.35400075,0.09325706,0.25012603,0,1.0,48
36,0.1524707,0.5476758,0.09825958,-0.011746306,1,1.0,49
36,0.16342421,0.351292,0.09802465,0.3102503,0,1.0,50
36,0.17045005,0.54489064,0.10422966,0.05001955,1,1.0,51
36,0.18134786,0.34844056,0.10523005,0.37368357,0,1.0,52
36,0.18831667,0.54192257,0.112703726,0.11594648,1,1.0,53
36,0.19915512,0.73526436,0.11502265,-0.1391615,1,1.0,54
36,0.21386041,0.9285671,0.11223942,-0.3934575,1,1.0,55
36,0.23243175,1.1219323,0.10437027,-0.6487511,1,1.0,56
36,0.2548704,0.9255231,0.09139525,-0.3251113,0,1.0,57
36,0.27338088,0.72922677,0.084893025,-0.0050628763,0,1.0,58
36,0.2879654,0.92303514,0.084791765,-0.2697999,1,1.0,59
36,0.3064261,0.72681195,0.07939577,0.048376344,0,1.0,60
36,0.32096234,0.5306466,0.080363296,0.36501527,0,1.0,61
36,0.33157527,0.33448002,0.087663606,0.6819169,0,1.0,62
36,0.33826488,0.52828217,0.10130194,0.41807002,1,1.0,63
36,0.34883052,0.72183365,0.10966334,0.1589631,1,1.0,64
36,0.36326718,0.91522866,0.112842605,-0.09721038,1,1.0,65
36,0.38157177,0.71868545,0.1108984,0.22883476,0,1.0,66
36,0.39594546,0.91206235,0.11547509,-0.026911348,1,1.0,67
36,0.41418672,0.71549,0.114936866,0.2998577,0,1.0,68
36,0.4284965,0.9088021,0.12093402,0.04551986,1,1.0,69
36,0.44667256,1.1020011,0.12184441,-0.20669398,1,1.0,70
36,0.46871257,0.9053665,0.11771054,0.12180476,0,1.0,71
36,0.48681992,0.70877206,0.12014663,0.44918284,0,1.0,72
36,0.50099534,0.51217383,0.12913029,0.77719253,0,1.0,73
36,0.5112388,0.31553495,0.14467414,1.107554,0,1.0,74
36,0.5175495,0.50848997,0.16682522,0.8635311,1,1.0,75
36,0.5277193,0.7009959,0.18409584,0.62760043,1,1.0,76
36,0.5417392,0.89313614,0.19664785,0.39807922,1,1.0,77
36,0.55960196,1.0850043,0.20460942,0.17326635,1,1.0,78
36,0.58130205,1.2767,0.20807476,-0.048542768,1,1.0,79
36,0.6068361,1.0792962,0.20710391,0.30190957,0,1.0,80
37,-0.010975792,0.15407626,-0.012539692,-0.28843144,1,1.0,1
37,-0.007894267,-0.040864643,-0.018308321,0.00027034903,0,1.0,2
37,-0.00871156,0.15451503,-0.018302914,-0.2981324,1,1.0,3
37,-0.0056212596,-0.040341303,-0.024265561,-0.0112776,0,1.0,4
37,-0.0064280853,0.15512009,-0.024491115,-0.31151676,1,1.0,5
37,-0.0033256835,-0.039644532,-0.030721448,-0.026657097,0,1.0,6
37,-0.0041185743,-0.23431276,-0.03125459,0.25617677,0,1.0,7
37,-0.008804829,-0.03875883,-0.026131056,-0.04619822,1,1.0,8
37,-0.009580006,-0.23349652,-0.02705502,0.23812693,0,1.0,9
37,-0.014249937,-0.037998714,-0.022292482,-0.06296566,1,1.0,10
37,-0.015009911,0.15743564,-0.023551794,-0.3625978,1,1.0,11
37,-0.011861198,-0.03734378,-0.030803751,-0.07743328,0,1.0,12
37,-0.012608074,0.15820591,-0.032352418,-0.37967354,1,1.0,13
37,-0.0094439555,-0.03644203,-0.039945886,-0.097364366,0,1.0,14
37,-0.0101727955,-0.23096938,-0.041893173,0.18245292,0,1.0,15
37,-0.014792183,-0.035273798,-0.038244117,-0.12314589,1,1.0,16
37,-0.015497659,-0.22982757,-0.040707033,0.15723033,0,1.0,17
37,-0.02009421,-0.42434376,-0.037562426,0.43679836,0,1.0,18
37,-0.028581087,-0.2287108,-0.02882646,0.13251516,1,1.0,19
37,-0.033155303,-0.033188045,-0.026176156,-0.16912094,1,1.0,20
37,-0.033819064,-0.22792573,-0.029558575,0.11519061,0,1.0,21
37,-0.038377576,-0.032392994,-0.027254762,-0.18666933,1,1.0,22
37,-0.039025437,-0.2271146,-0.03098815,0.097292714,0,1.0,23
