Episode Number,Cart Position,Cart Velocity,Pole Angle,Pole Angular Velocity,Action,Reward,Total Reward
37,-0.04356773,-0.031562548,-0.029042296,-0.2050036,1,1.0,24
37,-0.04419898,-0.2262574,-0.03314237,0.07837828,0,1.0,25
37,-0.04872413,-0.030676402,-0.0315748,-0.22457418,1,1.0,26
37,-0.049337655,-0.22533318,-0.036066286,0.057984,0,1.0,27
37,-0.05384432,-0.029713167,-0.034906607,-0.24585639,1,1.0,28
37,-0.054438584,-0.22431962,-0.039823733,0.035615016,0,1.0,29
37,-0.058924977,-0.41884854,-0.03911143,0.31547195,0,1.0,30
37,-0.067301944,-0.6133922,-0.032801993,0.5955684,0,1.0,31
37,-0.07956979,-0.4178269,-0.020890625,0.2927362,1,1.0,32
37,-0.08792633,-0.22241339,-0.015035902,-0.0064614527,1,1.0,33
37,-0.09237459,-0.41731653,-0.015165131,0.2814398,0,1.0,34
37,-0.10072093,-0.22198157,-0.009536335,-0.015987312,1,1.0,35
37,-0.10516056,-0.41696548,-0.009856081,0.2736716,0,1.0,36
37,-0.113499865,-0.22170429,-0.004382649,-0.022103595,1,1.0,37
37,-0.11793395,-0.41676313,-0.0048247213,0.26919335,0,1.0,38
37,-0.12626922,-0.22157264,0.00055914576,-0.02500742,1,1.0,39
37,-0.13070066,-0.026458714,5.8997393e-05,-0.31751388,1,1.0,40
37,-0.13122985,-0.2215815,-0.00629128,-0.024812344,0,1.0,41
37,-0.13566147,-0.41661268,-0.006787527,0.265879,0,1.0,42
37,-0.14399372,-0.22139451,-0.0014699473,-0.028937029,1,1.0,43
37,-0.14842162,-0.026251506,-0.0020486878,-0.32208338,1,1.0,44
37,-0.14894664,-0.22134422,-0.008490356,-0.030047229,0,1.0,45
37,-0.15337352,-0.026101552,-0.0090913,-0.3253968,1,1.0,46
37,-0.15389556,-0.2210929,-0.015599236,-0.035594705,0,1.0,47
37,-0.15831742,-0.025750754,-0.01631113,-0.33315825,1,1.0,48
37,-0.15883243,-0.2206368,-0.022974296,-0.04566333,0,1.0,49
37,-0.16324517,-0.025193067,-0.023887562,-0.34550542,1,1.0,50
37,-0.16374904,0.1702604,-0.03079767,-0.6456242,1,1.0,51
37,-0.16034383,-0.024419166,-0.043710154,-0.36279646,0,1.0,52
37,-0.16083221,-0.21889348,-0.050966084,-0.084210284,0,1.0,53
37,-0.16521008,-0.023079412,-0.052650288,-0.39252755,1,1.0,54
37,-0.16567166,-0.21741621,-0.06050084,-0.116898336,0,1.0,55
37,-0.17001998,-0.41162145,-0.06283881,0.15610017,0,1.0,56
37,-0.17825241,-0.21565871,-0.059716802,-0.15572624,1,1.0,57
37,-0.1825656,-0.40987706,-0.06283133,0.11753568,0,1.0,58
37,-0.19076313,-0.21391377,-0.060480617,-0.1942895,1,1.0,59
37,-0.1950414,-0.40812075,-0.06436641,0.078717895,0,1.0,60
37,-0.20320383,-0.60226375,-0.06279205,0.3504187,0,1.0,61
37,-0.2152491,-0.40630764,-0.055783674,0.038615037,1,1.0,62
37,-0.22337525,-0.21043195,-0.055011373,-0.27113333,1,1.0,63
37,-0.22758389,-0.0145699205,-0.06043404,-0.5806472,1,1.0,64
37,-0.22787529,-0.2087953,-0.07204698,-0.30759776,0,1.0,65
37,-0.2320512,-0.40282065,-0.07819894,-0.038478255,0,1.0,66
37,-0.24010761,-0.20666946,-0.0789685,-0.35477293,1,1.0,67
37,-0.244241,-0.400585,-0.08606396,-0.08799874,0,1.0,68
37,-0.2522527,-0.20434158,-0.087823935,-0.4065459,1,1.0,69
37,-0.25633952,-0.39811555,-0.09595485,-0.14279225,0,1.0,70
37,-0.26430184,-0.5917416,-0.0988107,0.118143395,0,1.0,71
37,-0.27613667,-0.7853192,-0.09644783,0.3780903,0,1.0,72
37,-0.29184306,-0.9789486,-0.08888602,0.6388728,0,1.0,73
37,-0.31142202,-0.78270704,-0.07610857,0.3195745,1,1.0,74
37,-0.32707617,-0.5865883,-0.06971708,0.003893707,1,1.0,75
37,-0.33880794,-0.3905394,-0.069639206,-0.30994555,1,1.0,76
37,-0.3466187,-0.5846036,-0.07583812,-0.04001218,0,1.0,77
37,-0.3583108,-0.3884807,-0.07663836,-0.35562602,1,1.0,78
37,-0.3660804,-0.5824341,-0.08375088,-0.08805951,0,1.0,79
37,-0.3777291,-0.7762619,-0.08551207,0.1770692,0,1.0,80
37,-0.39325434,-0.5800269,-0.081970684,-0.14131768,1,1.0,81
37,-0.40485486,-0.7738851,-0.08479704,0.12442073,0,1.0,82
37,-0.42033258,-0.5776571,-0.08230863,-0.19376408,1,1.0,83
37,-0.43188572,-0.7715111,-0.086183906,0.07186105,0,1.0,84
37,-0.44731593,-0.57526606,-0.08474669,-0.24672064,1,1.0,85
37,-0.45882127,-0.37904245,-0.0896811,-0.5648855,1,1.0,86
37,-0.4664021,-0.57279927,-0.10097881,-0.30174908,0,1.0,87
37,-0.4778581,-0.7663479,-0.10701379,-0.0425424,0,1.0,88
37,-0.49318504,-0.9597855,-0.10786464,0.21455215,0,1.0,89
37,-0.5123808,-0.76330006,-0.1035736,-0.11011389,1,1.0,90
37,-0.5276468,-0.9567971,-0.10577587,0.14818002,0,1.0,91
37,-0.54678273,-0.760332,-0.102812275,-0.17591074,1,1.0,92
37,-0.56198937,-0.9538438,-0.106330484,0.082650594,0,1.0,93
37,-0.5810662,-0.757371,-0.104677476,-0.24159642,1,1.0,94
37,-0.59621364,-0.95085406,-0.1095094,0.016320555,0,1.0,95
37,-0.61523074,-0.75434583,-0.10918299,-0.3088075,1,1.0,96
37,-0.6303176,-0.94775647,-0.11535914,-0.052455124,0,1.0,97
37,-0.64927274,-0.7511856,-0.116408244,-0.37919208,1,1.0,98
37,-0.66429645,-0.94447863,-0.123992085,-0.12536156,0,1.0,99
37,-0.68318605,-0.74781865,-0.12649933,-0.45444724,1,1.0,100
37,-0.6981424,-0.94094616,-0.13558826,-0.20416234,0,1.0,101
37,-0.7169613,-1.1338949,-0.1396715,0.042863455,0,1.0,102
37,-0.7396392,-1.3267664,-0.13881424,0.28842336,0,1.0,103
37,-0.76617455,-1.519664,-0.13304578,0.53430605,0,1.0,104
37,-0.79656786,-1.3229467,-0.12235965,0.20283763,1,1.0,105
37,-0.8230268,-1.1263067,-0.1183029,-0.12580119,1,1.0,106
37,-0.8455529,-0.92970604,-0.12081892,-0.4533408,1,1.0,107
37,-0.86414707,-1.1229309,-0.12988573,-0.2010508,0,1.0,108
37,-0.8866057,-1.3159791,-0.13390675,0.048003253,0,1.0,109
37,-0.91292524,-1.5089521,-0.13294668,0.29562047,0,1.0,110
37,-0.94310427,-1.3122102,-0.12703428,-0.035859555,1,1.0,111
37,-0.9693485,-1.5053031,-0.12775147,0.21419834,0,1.0,112
37,-0.99945456,-1.3086083,-0.123467505,-0.115896545,1,1.0,113
37,-1.0256267,-1.1119534,-0.12578544,-0.44484058,1,1.0,114
37,-1.0478657,-1.3050922,-0.13468225,-0.19430476,0,1.0,115
37,-1.0739676,-1.4980562,-0.13856834,0.05304313,0,1.0,116
37,-1.1039288,-1.3012475,-0.13750748,-0.27994916,1,1.0,117
37,-1.1299537,-1.4941673,-0.14310646,-0.033600755,0,1.0,118
37,-1.159837,-1.6869781,-0.14377847,0.210729,0,1.0,119
37,-1.1935766,-1.4901243,-0.1395639,-0.12363016,1,1.0,120
37,-1.2233791,-1.2933075,-0.1420365,-0.45688358,1,1.0,121
37,-1.2492453,-1.4861658,-0.15117417,-0.21212783,0,1.0,122
37,-1.2789686,-1.6788394,-0.15541673,0.029310327,0,1.0,123
37,-1.3125453,-1.8714306,-0.15483052,0.26920646,0,1.0,124
37,-1.3499739,-2.0640433,-0.1494464,0.5093306,0,1.0,125
37,-1.3912548,-1.8671668,-0.13925979,0.17353375,1,1.0,126
37,-1.4285982,-1.6703548,-0.13578911,-0.15963621,1,1.0,127
37,-1.4620053,-1.4735765,-0.13898183,-0.49188602,1,1.0,128
37,-1.4914768,-1.6664927,-0.14881955,-0.24603136,0,1.0,129
37,-1.5248066,-1.4695933,-0.15374018,-0.5817075,1,1.0,130
37,-1.5541985,-1.662265,-0.16537432,-0.3411306,0,1.0,131
37,-1.5874438,-1.8546953,-0.17219694,-0.10482185,0,1.0,132
37,-1.6245377,-2.046985,-0.17429338,0.12897083,0,1.0,133
37,-1.6654774,-1.8498503,-0.17171396,-0.2132343,1,1.0,134
37,-1.7024745,-2.0421546,-0.17597865,0.020743582,0,1.0,135
37,-1.7433175,-1.8450028,-0.17556378,-0.3218878,1,1.0,136
37,-1.7802175,-2.0372467,-0.18200153,-0.08930543,0,1.0,137
37,-1.8209625,-1.840046,-0.18378764,-0.43343443,1,1.0,138
37,-1.8577634,-2.0321553,-0.19245633,-0.20385373,0,1.0,139
37,-1.8984065,-1.8348767,-0.1965334,-0.55054164,1,1.0,140
37,-1.935104,-2.0267744,-0.20754424,-0.32564583,0,1.0,141
38,0.030260954,-0.23586638,0.016567683,0.26212135,0,1.0,1
38,0.025543626,-0.040984802,0.02181011,-0.025290225,1,1.0,2
38,0.02472393,-0.23641263,0.021304306,0.27419347,0,1.0,3
38,0.019995676,-0.431832,0.026788175,0.57351893,0,1.0,4
38,0.011359038,-0.23709564,0.038258553,0.28939405,1,1.0,5
38,0.0066171247,-0.43274167,0.044046436,0.5938936,0,1.0,6
38,-0.002037709,-0.23826304,0.055924308,0.31540406,1,1.0,7
38,-0.0068029696,-0.043980442,0.06223239,0.040868927,1,1.0,8
38,-0.0076825786,-0.23993704,0.06304976,0.35251933,0,1.0,9
38,-0.01248132,-0.43589625,0.07010015,0.66439843,0,1.0,10
38,-0.021199245,-0.24181585,0.08338812,0.39458543,1,1.0,11
38,-0.026035562,-0.047970023,0.091279835,0.12931475,1,1.0,12
38,-0.026994962,-0.24427296,0.093866125,0.44934234,0,1.0,13
38,-0.03188042,-0.050595336,0.10285297,0.18766093,1,1.0,14
38,-0.032892328,0.1429162,0.10660619,-0.07088691,1,1.0,15
38,-0.030034004,0.33636108,0.10518845,-0.32812405,1,1.0,16
38,-0.023306781,0.13991117,0.09862597,-0.004209506,0,1.0,17
38,-0.02050856,0.33349052,0.09854178,-0.2642184,1,1.0,18
38,-0.013838748,0.527078,0.09325741,-0.5242664,1,1.0,19
38,-0.0032971895,0.33077583,0.08277208,-0.20371474,0,1.0,20
38,0.003318327,0.1345737,0.07869779,0.11388807,0,1.0,21
38,0.006009801,0.32848495,0.080975555,-0.15296529,1,1.0,22
38,0.0125795,0.5223597,0.07791625,-0.4190437,1,1.0,23
38,0.023026694,0.32622513,0.069535375,-0.102850206,0,1.0,24
38,0.029551197,0.5202852,0.067478366,-0.37280998,1,1.0,25
38,0.0399569,0.3242728,0.060022168,-0.0596369,0,1.0,26
38,0.046442356,0.51848507,0.05882943,-0.3327948,1,1.0,27
38,0.05681206,0.3225773,0.052173536,-0.022155588,0,1.0,28
38,0.0632636,0.5169137,0.051730424,-0.2979315,1,1.0,29
38,0.07360188,0.7112616,0.045771793,-0.5738613,1,1.0,30
38,0.08782711,0.5155288,0.034294568,-0.26711744,0,1.0,31
38,0.098137684,0.71014494,0.028952219,-0.5487894,1,1.0,32
38,0.112340584,0.51462847,0.017976431,-0.24712686,0,1.0,33
38,0.12263315,0.70948917,0.013033895,-0.5340858,1,1.0,34
38,0.13682294,0.5141863,0.0023521776,-0.23732467,0,1.0,35
38,0.14710666,0.7092746,-0.0023943156,-0.5292647,1,1.0,36
38,0.16129215,0.51418644,-0.01297961,-0.2373372,0,1.0,37
38,0.17157589,0.7094914,-0.017726354,-0.53408587,1,1.0,38
38,0.18576571,0.90485805,-0.028408071,-0.83230114,1,1.0,39
38,0.20386288,0.71013564,-0.045054093,-0.54868615,0,1.0,40
38,0.21806559,0.5156746,-0.05602782,-0.270532,0,1.0,41
38,0.22837907,0.32139504,-0.061438456,0.003966458,0,1.0,42
38,0.23480697,0.51734185,-0.061359126,-0.30745074,1,1.0,43
38,0.24515381,0.32314542,-0.06750814,-0.034732576,0,1.0,44
38,0.25161672,0.51916724,-0.06820279,-0.3479279,1,1.0,45
38,0.26200005,0.3250783,-0.07516135,-0.07750742,0,1.0,46
38,0.26850164,0.13110982,-0.0767115,0.19054724,0,1.0,47
38,0.27112383,0.32724062,-0.072900556,-0.12531482,1,1.0,48
38,0.27766865,0.13323466,-0.07540685,0.14350739,0,1.0,49
38,0.28033334,0.329351,-0.07253671,-0.17197977,1,1.0,50
38,0.28692037,0.13533816,-0.0759763,0.09696713,0,1.0,51
38,0.2896271,0.33146217,-0.074036956,-0.21868575,1,1.0,52
38,0.29625636,0.13747235,-0.07841067,0.049754843,0,1.0,53
38,0.2990058,-0.056442816,-0.07741558,0.31670475,0,1.0,54
38,0.29787695,0.13969155,-0.07108148,0.00064690417,1,1.0,55
38,0.30067077,-0.054342803,-0.07106854,0.2700831,0,1.0,56
38,0.29958394,-0.24838242,-0.06566688,0.53953123,0,1.0,57
38,0.29461628,-0.0524018,-0.054876253,0.22690171,1,1.0,58
38,0.29356825,-0.2466983,-0.05033822,0.50178224,0,1.0,59
38,0.28863427,-0.050904285,-0.040302575,0.19367003,1,1.0,60
38,0.2876162,0.14477032,-0.036429174,-0.11144929,1,1.0,61
38,0.2905116,0.34039482,-0.03865816,-0.41539916,1,1.0,62
38,0.2973195,0.1458415,-0.046966143,-0.13514988,0,1.0,63
38,0.3002363,-0.04857736,-0.049669143,0.14235386,0,1.0,64
38,0.2992648,-0.24295408,-0.046822064,0.41896263,0,1.0,65
38,0.2944057,-0.43738237,-0.038442813,0.6965248,0,1.0,66
38,0.28565806,-0.24174896,-0.024512317,0.3919921,1,1.0,67
38,0.28082308,-0.046287876,-0.016672475,0.091682635,1,1.0,68
38,0.2798973,-0.24116693,-0.014838822,0.3790591,0,1.0,69
38,0.27507398,-0.045837432,-0.00725764,0.081734665,1,1.0,70
38,0.27415723,-0.24085459,-0.0056229467,0.37211898,0,1.0,71
38,0.26934013,-0.04565322,0.0018194328,0.077668406,1,1.0,72
38,0.26842707,-0.2408012,0.0033728008,0.3709248,0,1.0,73
38,0.26361105,-0.045727335,0.010791297,0.07930727,1,1.0,74
38,0.2626965,-0.2410023,0.012377443,0.37537524,0,1.0,75
38,0.25787646,-0.43629786,0.019884948,0.671935,0,1.0,76
38,0.2491505,-0.2414579,0.03332365,0.38557863,1,1.0,77
38,0.24432133,-0.04682447,0.04103522,0.10358593,1,1.0,78
38,0.24338485,0.14768611,0.04310694,-0.17587335,1,1.0,79
38,0.24633856,-0.048025396,0.039589472,0.1300907,0,1.0,80
38,0.24537806,0.14650774,0.042191286,-0.14984408,1,1.0,81
38,0.24830821,-0.049192186,0.039194405,0.15584512,0,1.0,82
38,0.24732438,-0.24485275,0.042311307,0.46063077,0,1.0,83
38,0.24242732,-0.44054642,0.051523924,0.76634437,0,1.0,84
38,0.23361638,-0.6363385,0.06685081,1.074784,0,1.0,85
38,0.22088961,-0.44216055,0.08834649,0.80380726,1,1.0,86
38,0.21204641,-0.6383755,0.10442264,1.122922,0,1.0,87
38,0.19927889,-0.44476599,0.12688108,0.86473405,1,1.0,88
38,0.19038358,-0.64136547,0.14417575,1.1944658,0,1.0,89
38,0.17755626,-0.44837418,0.16806507,0.95022327,1,1.0,90
38,0.16858879,-0.64531076,0.18706954,1.2906448,0,1.0,91
39,-0.03661223,0.19743676,-0.047516853,-0.2709073,1,1.0,1
39,-0.032663498,0.0030239467,-0.052935,0.006418053,0,1.0,2
39,-0.032603018,0.19886352,-0.05280664,-0.30248547,1,1.0,3
39,-0.028625749,0.004532397,-0.058856346,-0.026913034,0,1.0,4
39,-0.0285351,0.20044684,-0.05939461,-0.33756962,1,1.0,5
39,-0.024526164,0.0062181735,-0.066146,-0.064192116,0,1.0,6
39,-0.0244018,-0.18789612,-0.06742984,0.20690984,0,1.0,7
39,-0.028159723,0.008122012,-0.06329165,-0.106258534,1,1.0,8
39,-0.027997281,0.20409118,-0.06541682,-0.41821903,1,1.0,9
39,-0.023915458,0.009954271,-0.0737812,-0.14685537,0,1.0,10
39,-0.023716373,-0.1840378,-0.07671831,0.121669084,0,1.0,11
39,-0.02739713,0.012094677,-0.074284926,-0.19419734,1,1.0,12
39,-0.027155235,-0.18189038,-0.07816887,0.07415808,0,1.0,13
39,-0.030793043,-0.37580973,-0.07668571,0.3411906,0,1.0,14
39,-0.03830924,-0.17968524,-0.0698619,0.025344945,1,1.0,15
39,-0.041902944,-0.37373936,-0.069354996,0.2951934,0,1.0,16
39,-0.049377732,-0.17770073,-0.063451126,-0.018531626,1,1.0,17
39,-0.052931745,-0.37185803,-0.06382176,0.25347614,0,1.0,18
39,-0.060368907,-0.1758856,-0.05875224,-0.05863489,1,1.0,19
39,-0.06388662,0.020027379,-0.059924938,-0.36926055,1,1.0,20
39,-0.06348607,0.2159473,-0.06731015,-0.6802203,1,1.0,21
39,-0.059167124,0.021821659,-0.08091455,-0.4094655,0,1.0,22
39,-0.05873069,-0.17206545,-0.08910386,-0.14334927,0,1.0,23
39,-0.062172,-0.3658058,-0.091970846,0.11994649,0,1.0,24
39,-0.069488116,-0.55949795,-0.089571916,0.38225543,0,1.0,25
39,-0.080678076,-0.3632259,-0.08192681,0.06272872,1,1.0,26
39,-0.08794259,-0.16703072,-0.080672234,-0.25463653,1,1.0,27
39,-0.09128321,-0.3609137,-0.08576497,0.011550186,0,1.0,28
39,-0.09850148,-0.55470765,-0.08553396,0.27598864,0,1.0,29
39,-0.109595634,-0.74851173,-0.08001419,0.5405157,0,1.0,30
39,-0.12456587,-0.5523616,-0.069203876,0.22373281,1,1.0,31
39,-0.1356131,-0.74642974,-0.06472922,0.49380848,0,1.0,32
39,-0.1505417,-0.5504575,-0.05485305,0.18144856,1,1.0,33
39,-0.16155085,-0.74475336,-0.05122408,0.45633534,0,1.0,34
39,-0.17644592,-0.548946,-0.04209737,0.14795628,1,1.0,35
39,-0.18742484,-0.35324728,-0.039138246,-0.1577047,1,1.0,36
39,-0.19448978,-0.54778767,-0.04229234,0.12237871,0,1.0,37
39,-0.20544553,-0.742279,-0.039844766,0.4014246,0,1.0,38
39,-0.22029111,-0.5466152,-0.031816274,0.09645056,1,1.0,39
39,-0.23122342,-0.741267,-0.029887263,0.37892815,0,1.0,40
39,-0.24604876,-0.5457337,-0.0223087,0.07697355,1,1.0,41
39,-0.25696343,-0.7405288,-0.02076923,0.36253536,0,1.0,42
39,-0.271774,-0.5451179,-0.013518522,0.063376516,1,1.0,43
39,-0.28267637,-0.3498048,-0.012250992,-0.23354074,1,1.0,44
39,-0.28967246,-0.54474956,-0.016921807,0.055252783,0,1.0,45
39,-0.30056745,-0.73962486,-0.01581675,0.3425491,0,1.0,46
39,-0.31535995,-0.5442815,-0.008965769,0.044920757,1,1.0,47
39,-0.32624558,-0.7392737,-0.008067354,0.33476147,0,1.0,48
39,-0.34103104,-0.54403794,-0.0013721244,0.039545476,1,1.0,49
39,-0.3519118,-0.73914015,-0.0005812149,0.33179516,0,1.0,50
39,-0.36669463,-0.5440099,0.0060546887,0.03892901,1,1.0,51
39,-0.37757483,-0.34897533,0.006833269,-0.25183746,1,1.0,52
39,-0.38455433,-0.5441942,0.0017965194,0.04299295,0,1.0,53
39,-0.3954382,-0.34909806,0.0026563783,-0.24912262,1,1.0,54
39,-0.40242016,-0.5442578,-0.002326074,0.044397,0,1.0,55
39,-0.4133053,-0.34910262,-0.001438134,-0.24901891,1,1.0,56
39,-0.42028737,-0.15396015,-0.006418512,-0.5421551,1,1.0,57
39,-0.42336658,-0.3489913,-0.017261615,-0.25150144,0,1.0,58
39,-0.4303464,-0.5438626,-0.022291644,0.035687245,0,1.0,59
39,-0.44122365,-0.7386579,-0.021577898,0.3212544,0,1.0,60
39,-0.4559968,-0.54323536,-0.01515281,0.021845516,1,1.0,61
39,-0.46686152,-0.34789944,-0.0147159,-0.2755795,1,1.0,62
39,-0.47381952,-0.54280835,-0.02022749,0.0124259135,0,1.0,63
39,-0.48467568,-0.34740227,-0.019978972,-0.28656977,1,1.0,64
39,-0.49162373,-0.15200117,-0.025710367,-0.58548635,1,1.0,65
39,-0.49466375,-0.34675375,-0.037420094,-0.30101204,0,1.0,66
39,-0.50159883,-0.54132295,-0.043440334,-0.020361545,0,1.0,67
39,-0.5124253,-0.3456058,-0.043847565,-0.32642776,1,1.0,68
39,-0.5193374,-0.5400769,-0.05037612,-0.04788847,0,1.0,69
39,-0.5301389,-0.34427017,-0.05133389,-0.35603032,1,1.0,70
39,-0.5370243,-0.14845736,-0.058454495,-0.66444814,1,1.0,71
39,-0.53999346,-0.34271955,-0.07174346,-0.39072838,0,1.0,72
39,-0.5468479,-0.53675383,-0.07955803,-0.121500134,0,1.0,73
39,-0.557583,-0.34058753,-0.08198803,-0.43818426,1,1.0,74
39,-0.5643947,-0.5344591,-0.090751715,-0.17243125,0,1.0,75
39,-0.5750839,-0.7281729,-0.09420034,0.09029931,0,1.0,76
39,-0.58964735,-0.5318358,-0.09239435,-0.23055458,1,1.0,77
39,-0.60028404,-0.72552437,-0.09700544,0.031613726,0,1.0,78
39,-0.61479455,-0.5291548,-0.09637317,-0.29003072,1,1.0,79
39,-0.62537766,-0.72277987,-0.10217378,-0.029230682,0,1.0,80
39,-0.6398332,-0.5263524,-0.1027584,-0.35232216,1,1.0,81
39,-0.6503603,-0.7198744,-0.10980484,-0.09372819,0,1.0,82
39,-0.6647578,-0.9132652,-0.111679405,0.16239321,0,1.0,83
39,-0.6830231,-1.1066259,-0.10843154,0.4178619,0,1.0,84
39,-0.7051556,-0.9101479,-0.100074306,0.09305924,1,1.0,85
39,-0.7233586,-0.7137446,-0.09821312,-0.2294445,1,1.0,86
39,-0.73763347,-0.90733594,-0.10280201,0.030714821,0,1.0,87
39,-0.75578016,-0.71090144,-0.10218771,-0.29255185,1,1.0,88
39,-0.7699982,-0.9044292,-0.108038746,-0.03376545,0,1.0,89
39,-0.7880868,-1.0978494,-0.10871406,0.22297147,0,1.0,90
39,-0.81004375,-0.901355,-0.104254626,-0.10192896,1,1.0,91
39,-0.8280709,-1.0948404,-0.10629321,0.15612786,0,1.0,92
39,-0.84996766,-1.2882925,-0.10317065,0.41347706,0,1.0,93
39,-0.87573355,-1.0918711,-0.09490111,0.09013313,1,1.0,94
39,-0.89757097,-0.89552605,-0.09309845,-0.23091827,1,1.0,95
39,-0.91548145,-1.0892029,-0.09771681,0.031007484,0,1.0,96
39,-0.9372655,-0.8928253,-0.09709666,-0.29083672,1,1.0,97
39,-0.95512205,-0.69646263,-0.102913395,-0.612495,1,1.0,98
39,-0.9690513,-0.89000714,-0.1151633,-0.35391733,0,1.0,99
39,-0.98685145,-1.0833193,-0.122241646,-0.099653035,0,1.0,100
39,-1.0085179,-0.8866768,-0.124234706,-0.42826536,1,1.0,101
39,-1.0262513,-1.0798404,-0.13280001,-0.17718412,0,1.0,102
39,-1.0478481,-0.88309276,-0.13634369,-0.5086357,1,1.0,103
39,-1.06551,-0.68633986,-0.14651641,-0.8409871,1,1.0,104
39,-1.0792369,-0.4895542,-0.16333614,-1.1759248,1,1.0,105
39,-1.0890279,-0.2927314,-0.18685465,-1.5150371,1,1.0,106
40,0.023391686,-0.23993255,0.023793979,0.28408405,0,1.0,1
40,0.018593036,-0.0451579,0.02947566,-0.0010004606,1,1.0,2
40,0.017689878,0.1495292,0.02945565,-0.28423968,1,1.0,3
40,0.020680461,0.3442189,0.023770858,-0.56748885,1,1.0,4
40,0.02756484,0.14877173,0.01242108,-0.26741293,0,1.0,5
40,0.030540274,-0.04652526,0.0070728213,0.029161666,0,1.0,6
40,0.02960977,0.14849456,0.0076560546,-0.26128134,1,1.0,7
40,0.03257966,-0.046735846,0.0024304276,0.03380653,0,1.0,8
40,0.031644944,0.14835116,0.003106558,-0.2581086,1,1.0,9
40,0.034611966,-0.046814997,-0.0020556136,0.035552576,0,1.0,10
40,0.033675667,0.14833637,-0.001344562,-0.2577782,1,1.0,11
40,0.036642395,0.3434775,-0.0065001263,-0.5508849,1,1.0,12
40,0.043511946,0.14844744,-0.017517826,-0.26025704,0,1.0,13
40,0.046480894,0.34381503,-0.022722965,-0.55841345,1,1.0,14
40,0.053357195,0.14901929,-0.033891235,-0.27297524,0,1.0,15
40,0.05633758,-0.045603096,-0.03935074,0.008828574,0,1.0,16
40,0.055425517,-0.24013926,-0.03917417,0.28884077,0,1.0,17
40,0.05062273,-0.04448121,-0.03339735,-0.015935378,1,1.0,18
40,0.04973311,-0.23910868,-0.03371606,0.26602602,0,1.0,19
40,0.044950936,-0.04352215,-0.02839554,-0.03709767,1,1.0,20
40,0.044080492,-0.23822564,-0.029137492,0.24649267,0,1.0,21
40,0.03931598,-0.04269992,-0.024207639,-0.055236638,1,1.0,22
40,0.03846198,-0.23746656,-0.025312372,0.22971137,0,1.0,23
40,0.03371265,-0.04199221,-0.020718144,-0.070847265,1,1.0,24
40,0.032872807,0.15342055,-0.02213509,-0.3699942,1,1.0,25
40,0.035941217,-0.04138003,-0.029534973,-0.08437209,0,1.0,26
40,0.035113618,0.15415257,-0.031222416,-0.3862251,1,1.0,27
40,0.038196668,-0.04051256,-0.03894692,-0.10354761,0,1.0,28
40,0.037386417,-0.23505534,-0.04101787,0.17659777,0,1.0,29
40,0.03268531,-0.039371125,-0.037485912,-0.12873754,1,1.0,30
40,0.031897888,-0.2339366,-0.040060665,0.15188734,0,1.0,31
40,0.027219156,-0.42846268,-0.03702292,0.43166772,0,1.0,32
40,0.0186499,-0.2328366,-0.028389564,0.12754741,1,1.0,33
40,0.013993169,-0.0373197,-0.025838615,-0.17395517,1,1.0,34
40,0.013246775,0.15816234,-0.029317718,-0.47467607,1,1.0,35
40,0.016410021,-0.036533598,-0.03881124,-0.19137584,0,1.0,36
40,0.01567935,-0.23107946,-0.042638756,0.08881555,0,1.0,37
40,0.011057761,-0.42556512,-0.040862445,0.3677469,0,1.0,38
40,0.0025464585,-0.22988707,-0.033507507,0.06246463,1,1.0,39
40,-0.0020512831,-0.42451298,-0.032258216,0.34439024,0,1.0,40
40,-0.010541542,-0.22894734,-0.02537041,0.041712135,1,1.0,41
40,-0.0151204895,-0.42369646,-0.024536168,0.32628372,0,1.0,42
40,-0.023594419,-0.22823393,-0.018010493,0.025965257,1,1.0,43
40,-0.028159097,-0.42309302,-0.017491188,0.3129117,0,1.0,44
40,-0.03662096,-0.22772633,-0.011232954,0.014764321,1,1.0,45
40,-0.041175485,-0.032445095,-0.010937667,-0.28144145,1,1.0,46
40,-0.041824386,-0.22740933,-0.016566496,0.0077717956,0,1.0,47
40,-0.046372574,-0.42228982,-0.01641106,0.2951821,0,1.0,48
40,-0.05481837,-0.617174,-0.010507419,0.5826444,0,1.0,49
40,-0.06716185,-0.42190644,0.0011454687,0.28667006,1,1.0,50
40,-0.075599976,-0.6170447,0.00687887,0.57971406,0,1.0,51
40,-0.08794087,-0.42201984,0.01847315,0.28920603,1,1.0,52
40,-0.09638127,-0.22716612,0.02425727,0.002406099,1,1.0,53
40,-0.10092459,-0.4226274,0.024305394,0.3026427,0,1.0,54
40,-0.10937714,-0.22786012,0.030358247,0.01772318,1,1.0,55
40,-0.113934346,-0.423404,0.03071271,0.3198278,0,1.0,56
40,-0.12240242,-0.6189496,0.037109267,0.622036,0,1.0,57
40,-0.13478142,-0.81456953,0.049549986,0.9261715,0,1.0,58
40,-0.1510728,-0.6201505,0.068073414,0.6494626,1,1.0,59
40,-0.16347581,-0.42603952,0.08106267,0.37896863,1,1.0,60
40,-0.17199661,-0.23215672,0.08864204,0.11290576,1,1.0,61
40,-0.17663974,-0.038409375,0.09090015,-0.1505476,1,1.0,62
40,-0.17740792,0.15530132,0.0878892,-0.41322616,1,1.0,63
