Episode Number,Cart Position,Cart Velocity,Pole Angle,Pole Angular Velocity,Action,Exploration Rate,Reward,Score
9,-0.090646066,-0.37501207,0.21168347,0.92615724,0,0.8512234991370281,1.0,14
10,0.031116175,0.22589402,0.0011041588,-0.31361887,1,0.8512234991370281,1.0,1
10,0.035634056,0.4210002,-0.005168218,-0.60595334,1,0.8503722756378911,1.0,2
10,0.044054057,0.22595093,-0.017287286,-0.31490275,0,0.8495219033622532,1.0,3
10,0.048573077,0.4213148,-0.02358534,-0.612987,1,0.8486723814588909,1.0,4
10,0.056999374,0.22653025,-0.035845082,-0.3278249,0,0.847823709077432,1.0,5
10,0.06152998,0.4221437,-0.04240158,-0.63159275,1,0.8469758853683546,1.0,6
10,0.06997285,0.6178308,-0.055033434,-0.9373219,1,0.8461289094829862,1.0,7
10,0.08232947,0.8136499,-0.07377987,-1.2467775,1,0.8452827805735033,1.0,8
10,0.09860247,1.0096364,-0.098715425,-1.5616292,1,0.8444374977929298,1.0,9
10,0.118795194,1.205791,-0.129948,-1.8834039,1,0.8435930602951368,1.0,10
10,0.14291102,1.0123011,-0.16761608,-1.6337134,0,0.8427494672348417,1.0,11
10,0.16315703,0.8194965,-0.20029035,-1.3976083,0,0.8419067177676068,1.0,12
10,0.17954697,1.0164651,-0.22824252,-1.7456471,1,0.8410648110498392,1.0,13
11,0.031116175,0.22589402,0.0011041588,-0.31361887,1,0.8410648110498392,1.0,1
11,0.035634056,0.4210002,-0.005168218,-0.60595334,1,0.8402237462387894,1.0,2
11,0.044054057,0.22595093,-0.017287286,-0.31490275,0,0.8393835224925505,1.0,3
11,0.048573077,0.4213148,-0.02358534,-0.612987,1,0.838544138970058,1.0,4
11,0.056999374,0.6167583,-0.035845082,-0.91300416,1,0.8377055948310879,1.0,5
11,0.06933454,0.81234634,-0.054105163,-1.2167339,1,0.8368678892362568,1.0,6
11,0.08558147,0.6179623,-0.07843984,-0.94148374,0,0.8360310213470206,1.0,7
11,0.09794071,0.8140487,-0.09726952,-1.2577467,1,0.8351949903256736,1.0,8
11,0.114221685,1.0102715,-0.12242445,-1.5792418,1,0.8343597953353479,1.0,9
11,0.13442712,1.2066205,-0.15400928,-1.9074636,1,0.8335254355400126,1.0,10
11,0.15855953,1.4030336,-0.19215856,-2.2436962,1,0.8326919101044725,1.0,11
11,0.18662019,1.599382,-0.23703249,-2.5889456,1,0.831859218194368,1.0,12
12,0.031116175,0.22589402,0.0011041588,-0.31361887,1,0.831859218194368,1.0,1
12,0.035634056,0.4210002,-0.005168218,-0.60595334,1,0.8310273589761736,1.0,2
12,0.044054057,0.61619407,-0.017287286,-0.9002597,1,0.8301963316171974,1.0,3
12,0.05637794,0.81154597,-0.03529248,-1.1983259,1,0.8293661352855802,1.0,4
12,0.07260886,0.616898,-0.059258997,-0.9169097,0,0.8285367691502946,1.0,5
12,0.08494682,0.812769,-0.07759719,-1.2276124,1,0.8277082323811443,1.0,6
12,0.1012022,1.0087992,-0.102149434,-1.5435635,1,0.8268805241487632,1.0,7
12,0.12137818,1.2049897,-0.13302071,-1.8662949,1,0.8260536436246144,1.0,8
12,0.14547798,1.4012935,-0.1703466,-2.1971424,1,0.8252275899809898,1.0,9
12,0.17350385,1.2081753,-0.21428946,-1.9614978,0,0.8244023623910088,1.0,10
13,0.031116175,-0.16434982,0.0011041588,0.27174622,0,0.8244023623910088,1.0,1
13,0.027829178,-0.3594875,0.006539083,0.5647772,0,0.8235779600286178,1.0,2
13,0.020639427,-0.1644579,0.017834626,0.27416152,1,0.8227543820685892,1.0,3
13,0.01735027,-0.35982972,0.023317857,0.57241577,0,0.8219316276865206,1.0,4
13,0.0101536745,-0.16504236,0.03476617,0.28716895,1,0.8211096960588341,1.0,5
13,0.0068528275,0.029566986,0.04050955,0.0056505273,1,0.8202885863627752,1.0,6
13,0.0074441675,0.22408527,0.040622562,-0.27398098,1,0.8194682977764125,1.0,7
13,0.011925872,0.028407956,0.035142943,0.031232603,0,0.818648829478636,1.0,8
13,0.012494031,-0.16719988,0.035767596,0.3347931,0,0.8178301806491574,1.0,9
13,0.009150034,0.027395252,0.042463455,0.053600512,1,0.8170123504685082,1.0,10
13,0.009697939,0.22188342,0.043535467,-0.22538826,1,0.8161953381180397,1.0,11
13,0.0141356075,0.416357,0.039027702,-0.50402683,1,0.8153791427799216,1.0,12
13,0.022462748,0.6109078,0.028947165,-0.7841596,1,0.8145637636371417,1.0,13
13,0.034680903,0.4154003,0.0132639725,-0.4825119,0,0.8137491998735046,1.0,14
13,0.04298891,0.61033255,0.0036137344,-0.77098507,1,0.812935450673631,1.0,15
13,0.05519556,0.41516104,-0.0118059665,-0.4771673,0,0.8121225152229574,1.0,16
13,0.06349878,0.6104477,-0.021349313,-0.7735477,1,0.8113103927077344,1.0,17
13,0.07570773,0.41562584,-0.036820266,-0.4876578,0,0.8104990823150267,1.0,18
13,0.08402025,0.6112474,-0.046573423,-0.791714,1,0.8096885832327116,1.0,19
13,0.0962452,0.41679484,-0.062407702,-0.514039,0,0.8088788946494789,1.0,20
13,0.104581095,0.22260477,-0.07268848,-0.24165691,0,0.8080700157548294,1.0,21
13,0.10903319,0.028592343,-0.07752162,0.027241647,0,0.8072619457390746,1.0,22
13,0.10960504,0.22473548,-0.07697679,-0.288858,1,0.8064546837933355,1.0,23
13,0.11409975,0.0307908,-0.08275395,-0.021411272,0,0.8056482291095421,1.0,24
13,0.11471557,0.22699602,-0.08318217,-0.33901384,1,0.8048425808804326,1.0,25
13,0.11925548,0.423197,-0.08996245,-0.6567251,1,0.8040377382995522,1.0,26
13,0.12771943,0.22943494,-0.103096955,-0.39367062,0,0.8032337005612527,1.0,27
13,0.13230813,0.42585722,-0.11097036,-0.71699643,1,0.8024304668606914,1.0,28
13,0.14082527,0.6223258,-0.12531029,-1.042445,1,0.8016280363938307,1.0,29
13,0.15327178,0.81886894,-0.14615919,-1.3716929,1,0.8008264083574369,1.0,30
13,0.16964917,0.6258456,-0.17359304,-1.1280631,0,0.8000255819490795,1.0,31
13,0.18216607,0.43336928,-0.19615431,-0.8944681,0,0.7992255563671304,1.0,32
13,0.19083346,0.24137037,-0.21404368,-0.66929287,0,0.7984263308107633,1.0,33
14,0.031116175,-0.16434982,0.0011041588,0.27174622,0,0.7984263308107633,1.0,1
14,0.027829178,0.030756362,0.006539083,-0.020588256,1,0.7976279044799526,1.0,2
14,0.028444305,-0.16445875,0.006127318,0.27415064,0,0.7968302765754727,1.0,3
14,0.025155129,0.030575238,0.011610331,-0.016593443,1,0.7960334462988972,1.0,4
14,0.025766635,0.22552878,0.011278462,-0.3055907,1,0.7952374128525983,1.0,5
14,0.03027721,0.030247934,0.005166648,-0.009372249,0,0.7944421754397457,1.0,6
14,0.030882169,0.22529541,0.004979203,-0.30042058,1,0.7936477332643059,1.0,7
14,0.03538808,0.030102842,-0.0010292083,-0.0061714686,0,0.7928540855310416,1.0,8
14,0.035990134,-0.16500433,-0.0011526376,0.28618655,0,0.7920612314455105,1.0,9
14,0.03269005,-0.36010984,0.0045710932,0.5785057,0,0.7912691702140651,1.0,10
14,0.025487851,-0.16505224,0.016141208,0.28726628,1,0.790477901043851,1.0,11
14,0.022186806,-0.36040062,0.021886533,0.584996,0,0.7896874231428072,1.0,12
14,0.014978793,-0.5558222,0.033586454,0.8844923,0,0.7888977357196644,1.0,13
14,0.0038623495,-0.7513837,0.0512763,1.1875417,0,0.7881088379839447,1.0,14
14,-0.011165325,-0.9471316,0.07502713,1.4958463,0,0.7873207291459607,1.0,15
14,-0.030107956,-0.7529978,0.10494406,1.227502,1,0.7865334084168147,1.0,16
14,-0.04516791,-0.9493022,0.1294941,1.5511355,0,0.7857468750083979,1.0,17
14,-0.064153954,-0.75594944,0.16051681,1.3014997,1,0.7849611281333895,1.0,18
14,-0.07927295,-0.9527022,0.1865468,1.6398245,0,0.784176167005256,1.0,19
14,-0.09832699,-1.1494561,0.21934329,1.9843622,0,0.7833919908382508,1.0,20
15,0.031116175,-0.16434982,0.0011041588,0.27174622,0,0.7833919908382508,1.0,1
15,0.027829178,0.030756362,0.006539083,-0.020588256,1,0.7826085988474126,1.0,2
15,0.028444305,0.22578393,0.006127318,-0.3112009,1,0.7818259902485653,1.0,3
15,0.032959983,0.03057522,-9.669957e-05,-0.016591888,0,0.7810441642583167,1.0,4
15,0.03357149,0.22569856,-0.00042853734,-0.3093053,1,0.7802631200940584,1.0,5
15,0.03808546,0.4208266,-0.0066146436,-0.6021234,1,0.7794828569739644,1.0,6
15,0.04650199,0.61604047,-0.01865711,-0.8968824,1,0.7787033741169904,1.0,7
15,0.0588228,0.42117634,-0.03659476,-0.61012197,0,0.7779246707428734,1.0,8
15,0.067246325,0.6167902,-0.048797198,-0.9141028,1,0.7771467460721305,1.0,9
15,0.07958213,0.812537,-0.06707925,-1.2217141,1,0.7763695993260584,1.0,10
15,0.09583287,1.0084561,-0.09151354,-1.5346384,1,0.7755932297267324,1.0,11
15,0.11600199,0.8145478,-0.12220631,-1.2718605,0,0.7748176364970056,1.0,12
15,0.13229294,1.010999,-0.14764352,-1.6001788,1,0.7740428188605086,1.0,13
15,0.15251292,1.207529,-0.17964709,-1.9350164,1,0.7732687760416481,1.0,14
15,0.1766635,1.4040605,-0.21834742,-2.277602,1,0.7724955072656065,1.0,15
16,0.031116175,0.22589402,0.0011041588,-0.31361887,1,0.7724955072656065,1.0,1
16,0.035634056,0.030756354,-0.005168218,-0.020587917,0,0.7717230117583408,1.0,2
16,0.036249183,-0.1642911,-0.0055799764,0.27045992,0,0.7709512887465825,1.0,3
16,0.032963358,-0.35933298,-0.00017077847,0.56137764,0,0.7701803374578359,1.0,4
16,0.0257767,-0.55445254,0.011056775,0.85400677,0,0.7694101571203781,1.0,5
16,0.014687649,-0.359483,0.02813691,0.564821,1,0.7686407469632577,1.0,6
16,0.0074979886,-0.1647669,0.03943333,0.2811336,1,0.7678721062162944,1.0,7
16,0.004202651,-0.3604285,0.045056004,0.5859882,0,0.7671042341100781,1.0,8
16,-0.0030059193,-0.5561516,0.056775767,0.892517,0,0.766337129875968,1.0,9
16,-0.014128951,-0.7519958,0.07462611,1.2024931,0,0.7655707927460921,1.0,10
16,-0.029168868,-0.5579139,0.098675966,0.93410015,1,0.764805221953346,1.0,11
