Episode Number,Cart Position,Cart Velocity,Pole Angle,Pole Angular Velocity,Action,Reward,Score
13,-0.012713465,-0.13957286,-0.09312063,0.05772185,0,-0.41121914982795715,()
13,-0.015504923,-0.3332448,-0.09196619,0.3196332,0,0.11544376611709595,()
13,-0.02216982,-0.5269449,-0.085573524,0.5819555,0,0.6392665207386017,()
13,-0.032708716,-0.33073476,-0.07393441,0.26358938,1,1.1639110743999481,()
13,-0.039323412,-0.5247278,-0.06866263,0.53206706,0,0.5271784961223602,()
13,-0.04981797,-0.32871068,-0.05802129,0.21856324,1,1.0641340166330338,()
13,-0.05639218,-0.13280939,-0.05365002,-0.09184289,1,0.43712668120861053,()
13,-0.05904837,0.063038856,-0.05548688,-0.40095812,1,-0.18368586897850037,()
13,-0.05778759,-0.13125394,-0.063506044,-0.12627223,0,-0.8019164204597473,()
13,-0.06041267,0.0647176,-0.066031486,-0.4382952,1,-0.2525441348552704,()
13,-0.05911832,-0.12941064,-0.07479739,-0.16713658,0,-0.8765906095504761,()
13,-0.06170653,-0.32338667,-0.078140125,0.10104398,0,-0.3342732787132263,()
13,-0.068174265,-0.12723686,-0.076119244,-0.21523276,1,0.20208805799484253,()
13,-0.070719,-0.3211927,-0.0804239,0.052501142,0,-0.4304654896259308,()
13,-0.07714286,-0.1250152,-0.079373874,-0.26443315,1,0.1050025224685669,()
13,-0.07964316,0.07114466,-0.084662534,-0.58105797,1,-0.5288660526275635,()
13,-0.07822026,0.2673445,-0.0962837,-0.8991647,1,-1.1621162295341492,()
13,-0.07287338,0.07365003,-0.11426699,-0.63823235,0,-1.7983295023441315,()
13,-0.071400374,0.27016428,-0.12703164,-0.9646028,1,-1.2764647603034973,()
13,-0.06599709,0.0769565,-0.1463237,-0.71437335,0,-1.9292056560516357,()
13,-0.06445796,-0.11586943,-0.16061117,-0.47109112,0,-1.4287471771240234,()
13,-0.06677535,-0.30840173,-0.17003298,-0.23302652,0,-0.9421810507774353,()
13,-0.07294338,-0.5007379,-0.17469351,0.0015680682,0,-0.46605318784713745,()
13,-0.08295814,-0.30359697,-0.17466216,-0.34074154,1,0.003135204315185547,()
13,-0.08903008,-0.49585953,-0.18147698,-0.10782556,0,-0.6814822554588318,()
13,-0.09894727,-0.29866374,-0.18363349,-0.45182362,1,-0.21565109491348267,()
13,-0.104920544,-0.49077857,-0.19266997,-0.22218183,0,-0.9036481380462646,()
13,-0.11473612,-0.29349983,-0.1971136,-0.5689196,1,-0.4443630576133728,()
13,-0.12060612,-0.48539084,-0.208492,-0.34423357,0,-1.1378392577171326,()
14,-0.01230988,0.24036701,-0.00918459,-0.2521949,1,0.08728839457035065,()
14,-0.00750254,0.4356189,-0.014228487,-0.5477606,1,-0.5043897777795792,()
14,0.0012098382,0.24069971,-0.0251837,-0.25959444,0,-1.0955212637782097,()
14,0.006023832,0.04594615,-0.030375589,0.025040025,0,-0.519188866019249,()
14,0.0069427555,0.24149024,-0.029874789,-0.27706987,1,0.050080008804798126,()
14,0.01177256,0.4370254,-0.035416186,-0.5790236,1,-0.5541397258639336,()
14,0.020513069,0.63262534,-0.046996657,-0.88264966,1,-1.1580470949411392,()
14,0.033165574,0.43817207,-0.06464965,-0.6051038,0,-1.765299215912819,()
14,0.041929014,0.24401093,-0.076751724,-0.33346424,0,-1.2102074921131134,()
14,0.046809234,0.0500605,-0.083421014,-0.065937944,0,-0.6669290363788605,()
14,0.047810443,0.24627325,-0.08473977,-0.38373092,1,-0.13187527656555176,()
14,0.05273591,0.052450225,-0.09241439,-0.11892329,0,-0.7674619555473328,()
14,0.053784914,0.24876639,-0.09479285,-0.43927214,1,-0.23784637451171875,()
14,0.05876024,0.055104915,-0.1035783,-0.17791146,0,-0.8785448968410492,()
14,0.05986234,0.2515449,-0.107136525,-0.5013898,1,-0.3558225929737091,()
14,0.06489324,0.448001,-0.11716432,-0.8258223,1,-1.0027796030044556,()
14,0.073853254,0.64451367,-0.13368076,-1.1529379,1,-1.6516439616680145,()
14,0.08674353,0.84110165,-0.15673953,-1.4843742,1,-2.305877208709717,()
14,0.103565566,0.6481993,-0.18642701,-1.2444607,0,-2.968747913837433,()
15,0.0050962484,-0.22144617,0.024490947,0.31764022,0,-0.03487803041934967,()
15,0.0006673247,-0.026681457,0.03084375,0.032780357,1,-0.6352802738547325,()
15,0.00013369555,-0.22223184,0.031499356,0.33503303,0,-0.06556063890457153,()
15,-0.004310941,-0.027572008,0.038200017,0.052447416,1,-0.6700661033391953,()
15,-0.004862381,0.16698197,0.039248966,-0.22794257,1,-0.10489486157894135,()
15,-0.0015227417,0.3615217,0.034690116,-0.5079912,1,0.45588500797748566,()
15,0.005707692,0.16592857,0.024530292,-0.20458119,0,1.0159824043512344,()
15,0.009026264,-0.02953543,0.020438667,0.0957378,0,0.40916241705417633,()
15,0.008435555,-0.22494426,0.022353424,0.3947984,0,-0.19147563725709915,()
15,0.0039366693,-0.030146511,0.03024939,0.109246105,1,-0.7895966991782188,()
15,0.0033337392,0.1645292,0.032434314,-0.1737419,1,-0.21849237382411957,()
15,0.0066243233,0.3591723,0.028959475,-0.45601898,1,0.34748390316963196,()
15,0.01380777,0.16365314,0.019839095,-0.15435031,0,0.9120380505919456,()
15,0.017080832,0.3584855,0.01675209,-0.44070902,1,0.30870046466588974,()
15,0.024250543,0.16313052,0.007937909,-0.14279279,0,0.8814181201159954,()
15,0.027513152,0.3581379,0.0050820536,-0.43296093,1,0.2855855505913496,()
15,0.03467591,0.55318755,-0.0035771648,-0.72403747,1,0.15048887580633163,()
15,0.045739662,0.35811523,-0.018057914,-0.43248257,0,-1.4480749145150185,()
15,0.052901965,0.55348814,-0.026707565,-0.7308029,1,-0.864965096116066,()
15,0.06397173,0.35874528,-0.041323625,-0.4466439,0,-1.4616059139370918,()
15,0.07114664,0.5544267,-0.050256502,-0.7520611,1,-0.8932877331972122,()
15,0.082235165,0.3600325,-0.06529772,-0.47560716,0,-1.5041220933198929,()
15,0.089435816,0.5560128,-0.074809864,-0.788135,1,-0.9512141346931458,()
15,0.100556076,0.7520782,-0.090572566,-1.1033841,1,-1.5762701630592346,()
15,0.115597636,0.9482671,-0.11264025,-1.4230533,1,-2.2067680954933167,()
15,0.13456298,0.7547038,-0.14110132,-1.1675946,0,-2.8461068868637085,()
15,0.14965706,0.561671,-0.16445321,-0.9222692,0,-2.3351892828941345,()
15,0.16089047,0.36910707,-0.1828986,-0.685452,0,-1.8445387482643127,()
15,0.16827261,0.56623346,-0.19660763,-1.0296825,1,-1.3709038496017456,()
16,0.01834817,0.19189197,-0.027529264,-0.2872323,1,0.028187967836856842,()
16,0.02218601,0.38739547,-0.03327391,-0.588469,1,-0.5744645372033119,()
16,0.029933918,0.5829672,-0.04504329,-0.8914449,1,-1.1769380420446396,()
16,0.04159326,0.7786703,-0.06287219,-1.1979401,1,-1.7828896641731262,()
16,0.05716667,0.974547,-0.08683099,-1.5096469,1,-2.3958802223205566,()
16,0.07665761,0.780578,-0.11702393,-1.2452859,0,-3.0192941427230835,()
16,0.09226917,0.9769904,-0.14192964,-1.5722159,1,-2.490571141242981,()
16,0.11180898,0.7838184,-0.17337397,-1.3269589,0,-3.1444326043128967,()
16,0.12748535,0.98065233,-0.19991314,-1.6685004,1,-2.653917670249939,()
17,-0.038906604,0.21414742,0.013291705,-0.3007295,1,0.02469746395945549,()
17,-0.034623656,0.018838571,0.0072771152,-0.0038844496,0,0.601459015160799,()
17,-0.034246884,-0.17638698,0.007199426,0.29108557,0,0.007768906652927399,()
17,-0.037774626,0.018631576,0.013021138,0.0006819368,1,-0.5821711383759975,()
17,-0.037401993,0.21356438,0.013034777,-0.2878644,1,-0.0013639219105243683,()
17,-0.033130705,0.40849805,0.0072774887,-0.5764079,1,0.5757288075983524,()
17,-0.024960745,0.21327485,-0.00425067,-0.28144133,0,0.30268188565969467,()
17,-0.020695249,0.01821379,-0.009879496,0.009897938,0,-0.5628826096653938,()
17,-0.020330973,0.21347602,-0.009681538,-0.28588563,1,0.019795820116996765,()
17,-0.016061451,0.018493475,-0.01539925,0.003728144,0,-0.5717712454497814,()
17,-0.015691582,-0.17640428,-0.015324688,0.2915129,0,0.0074562616646289825,()
17,-0.019219669,0.018932788,-0.009494429,-0.0059635625,1,0.5830258131027222,()
17,-0.018841011,-0.17605172,-0.0096137,0.2837087,0,-0.011927075684070587,()
17,-0.022362046,0.01920602,-0.003939526,-0.011990763,1,0.5674174055457115,()
17,-0.021977926,0.21438424,-0.0041793417,-0.30591404,1,-0.023981556296348572,()
17,-0.017690241,0.0193221,-0.0102976225,-0.014552109,0,-0.6118280813097954,()
17,-0.0173038,-0.17565067,-0.010588665,0.27486408,0,-0.02910420298576355,()
17,-0.020816812,0.019620746,-0.005091383,-0.021139622,1,0.5497281439602375,()
17,-0.020424398,0.21481535,-0.0055141756,-0.3154246,1,-0.04227925091981888,()
17,-0.016128091,0.01977237,-0.011822667,-0.024485728,0,-0.6308491341769695,()
17,-0.015732644,0.21506186,-0.0123123815,-0.32087526,1,-0.04897145554423332,()
17,-0.011431406,0.020117389,-0.018729886,-0.03210048,0,-0.6417504511773586,()
17,-0.011029059,-0.17473103,-0.019371897,0.25461462,0,-0.06420109421014786,()
17,-0.014523679,0.020662084,-0.014279604,-0.04411504,1,0.509229302406311,()
17,-0.014110438,0.21598585,-0.015161905,-0.3412689,1,-0.08823014795780182,()
17,-0.00979072,0.02108287,-0.021987284,-0.053405445,0,-0.682537816464901,()
17,-0.009369063,-0.17371702,-0.023055391,0.23226003,0,-0.10681077837944031,()
17,-0.012843404,-0.36850208,-0.018410191,0.5175823,0,0.46452004462480545,()
17,-0.020213446,-0.17312582,-0.008058545,0.21915525,1,1.035164576023817,()
17,-0.023675961,0.022110395,-0.0036754403,-0.07605874,1,0.43831048533320427,()
17,-0.023233755,-0.17295867,-0.005196615,0.21546231,0,-0.15211747959256172,()
17,-0.026692927,-0.36800596,-0.000887369,0.5065015,0,0.4309246316552162,()
17,-0.034053046,-0.56311536,0.00924266,0.7989046,0,-0.8355291560292244,()
17,-0.045315355,-0.7583629,0.025220754,1.0944808,0,-1.5978094190359116,()
17,-0.060482614,-0.5635821,0.047110368,0.80981654,1,-2.1889613941311836,()
17,-0.071754254,-0.3691362,0.0633067,0.5323166,1,-1.6196329146623611,()
17,-0.079136975,-0.17495911,0.07395303,0.26023418,1,-1.0646335780620575,()
17,-0.08263616,0.019033499,0.07915771,-0.008237007,1,-0.5204677581787109,()
17,-0.08225549,0.21293624,0.07899297,-0.2749323,1,0.016473978757858276,()
17,-0.07799677,0.016781311,0.07349433,0.041582383,0,0.5498640239238739,()
17,-0.07766114,-0.17931338,0.07432598,0.35651827,0,-0.08316487073898315,()
17,-0.081247404,0.014677488,0.08145634,0.08816708,1,-0.7130362093448639,()
17,-0.08095386,-0.18151185,0.083219685,0.405397,0,-0.17633438110351562,()
17,-0.084584095,-0.37770927,0.09132762,0.723113,0,-0.8107937872409821,()
17,-0.09213828,-0.18396121,0.105789885,0.46051508,1,-1.4462262392044067,()
17,-0.09581751,-0.38040695,0.11500018,0.7845806,0,-0.9210295975208282,()
17,-0.103425644,-0.18703714,0.1306918,0.5301773,1,-1.5691615641117096,()
17,-0.10716639,-0.38373196,0.14129534,0.8610175,0,-1.0603547096252441,()
17,-0.11484102,-0.19078766,0.15851569,0.61588806,1,-1.7220348119735718,()
17,-0.11865678,0.00180611,0.17083345,0.377028,1,-1.2317761778831482,()
17,-0.11862066,-0.1952781,0.178374,0.7183321,0,-0.754055380821228,()
17,-0.12252621,-0.0030139335,0.19274065,0.48667598,1,-1.4366641640663147,()
17,-0.122586496,0.1889407,0.20247418,0.26039124,1,-0.9733527898788452,()
17,-0.11880768,0.38068354,0.207682,0.03777387,1,-0.5207821726799011,()
17,-0.111194015,0.5723161,0.20843747,-0.18287757,1,-0.07554739713668823,()
17,-0.09974769,0.76394093,0.20477992,-0.40325552,1,0.36575496196746826,()
17,-0.08446887,0.9556596,0.19671482,-0.62503946,1,0.8065104484558105,()
17,-0.06535568,0.7584145,0.18421403,-0.27741605,0,1.2500792741775513,()
17,-0.050187387,0.56120795,0.1786657,0.067242,0,0.5548328161239624,()
17,-0.03896323,0.75337845,0.18001054,-0.1641765,1,-0.13448446989059448,()
17,-0.02389566,0.9455282,0.17672701,-0.3951062,1,0.32835304737091064,()
17,-0.004985097,1.13776,0.1688249,-0.62727517,1,0.79021155834198,()
17,0.017770106,1.3301736,0.15627939,-0.862393,1,1.254551112651825,()
17,0.044373576,1.522862,0.13903153,-1.1021439,1,1.724785566329956,()
17,0.074830815,1.3262123,0.11698865,-0.7692719,0,2.2042877972126007,()
17,0.10135506,1.1296911,0.10160321,-0.44218883,0,1.5385441482067108,()
17,0.12394889,1.3232396,0.09275944,-0.7011943,1,0.8843772113323212,()
17,0.15041368,1.5169617,0.07873555,-0.963296,1,1.4023885130882263,()
17,0.1807529,1.3208752,0.05946963,-0.6469531,0,1.9265923649072647,()
17,0.20717041,1.5151203,0.046530567,-0.920332,1,1.2939061969518661,()
17,0.23747282,1.3194014,0.028123928,-0.6133964,0,1.8406638875603676,()
17,0.26386085,1.5141193,0.015856,-0.8970904,1,1.2267928570508957,()
17,0.29414323,1.7090228,-0.0020858068,-1.1847473,1,1.3770192861557007,()
17,0.3283237,1.5139279,-0.025780752,-0.8927189,0,-2.3694945499300957,()
17,0.35860226,1.7093899,-0.04363513,-1.1933931,1,-1.7854377627372742,()
17,0.39279005,1.905049,-0.067503,-1.4994271,1,-2.386786788702011,()
17,0.43089104,1.7108089,-0.09749154,-1.2285614,0,-2.9988542199134827,()
17,0.4651072,1.9070408,-0.122062765,-1.5501286,1,-2.457122504711151,()
17,0.50324804,2.1033976,-0.15306534,-1.8782697,1,-3.1002573668956757,()
17,0.545316,2.2998216,-0.19063073,-2.2142868,1,-3.756539523601532,()
18,0.029240385,0.16467986,-0.01035824,-0.26632544,1,0.05958685651421547,()
18,0.03253398,0.3599481,-0.01568475,-0.56225735,1,-0.5326509475708008,()
18,0.039732944,0.16504973,-0.026929898,-0.2745569,0,-1.124514825642109,()
18,0.04303394,0.36054537,-0.032421034,-0.57561046,1,-0.5491135641932487,()
18,0.050244845,0.16589253,-0.043933243,-0.29331475,0,-1.1512208729982376,()
18,0.053562697,-0.028576404,-0.04979954,-0.014805045,0,-0.5866296589374542,()
18,0.05299117,0.16722305,-0.05009564,-0.32277513,1,-0.029610097408294678,()
18,0.05633563,-0.02715108,-0.056551144,-0.04630166,0,-0.6455503404140472,()
18,0.055792607,-0.22141844,-0.057477176,0.22801638,0,-0.09260326623916626,()
18,0.05136424,-0.025524212,-0.052916847,-0.08222872,1,0.4560329020023346,()
18,0.050853755,0.17031479,-0.05456142,-0.39112633,1,-0.16445741057395935,()
18,0.054260053,-0.023992078,-0.06238395,-0.11613284,0,-0.782252848148346,()
18,0.05378021,-0.21816728,-0.06470661,0.15623438,0,-0.2322658896446228,()
18,0.049416866,-0.41230598,-0.061581917,0.42782253,0,0.31246915459632874,()
18,0.041170746,-0.21636836,-0.05302547,0.116379604,1,0.8556447923183441,()
18,0.036843378,-0.020528328,-0.050697874,-0.19254975,1,0.232759490609169,()
18,0.03643281,0.17528084,-0.05454887,-0.5007849,1,-0.3850996494293213,()
18,0.039938428,-0.019031433,-0.06456457,-0.22577944,0,-1.001570001244545,()
18,0.0395578,-0.21317407,-0.06908016,0.045858957,0,-0.45155882835388184,()
18,0.035294317,-0.40724096,-0.06816298,0.31597155,0,0.09171813726425171,()
18,0.027149498,-0.21121764,-0.061843548,0.0025949923,1,0.6319429725408554,()
18,0.022925146,-0.40540066,-0.061791647,0.27514225,0,0.005190074443817139,()
18,0.014817133,-0.20945401,-0.0562888,-0.036371943,1,0.5502846091985703,()
18,0.010628052,-0.40372548,-0.057016242,0.23803356,0,-0.07274411618709564,()
18,0.0025535424,-0.2078373,-0.05225557,-0.07207493,1,0.4760671406984329,()
18,-0.0016032036,-0.40217265,-0.05369707,0.20367406,0,-0.14414973556995392,()
18,-0.009646657,-0.5964872,-0.049623586,0.47894642,0,0.4073482006788254,()
18,-0.0215764,-0.4007011,-0.040044658,0.17104544,1,0.9578928351402283,()
18,-0.029590424,-0.20502956,-0.03662375,-0.13399656,1,0.34209080040454865,()
18,-0.033691015,-0.39960828,-0.039303683,0.14691085,0,-0.2679932862520218,()
18,-0.041683182,-0.20394619,-0.036365464,-0.15790798,1,0.2938218414783478,()
18,-0.045762103,-0.39852914,-0.039523624,0.123084374,0,-0.3158159554004669,()
18,-0.053732686,-0.20286387,-0.037061937,-0.18180121,1,0.24616867303848267,()
18,-0.057789963,-0.0072317384,-0.040697962,-0.48594162,1,-0.36360248923301697,()
18,-0.0579346,-0.20175648,-0.050416794,-0.20635802,0,-0.971883162856102,()
18,-0.061969727,-0.39612257,-0.054543953,0.07000441,0,-0.41271597146987915,()
18,-0.06989218,-0.59042186,-0.053143866,0.34499192,0,0.14000870287418365,()
18,-0.081700616,-0.39458576,-0.04624403,0.036035575,1,0.6899837404489517,()
18,-0.08959233,-0.5890151,-0.045523316,0.3137769,0,0.07207132875919342,()
18,-0.10137264,-0.78346,-0.039247777,0.59176284,0,0.6275538355112076,()
18,-0.11704183,-0.58781123,-0.02741252,0.28697976,1,1.1835256591439247,()
18,-0.12879805,-0.78253174,-0.021672925,0.5708925,0,0.5739595741033554,()
18,-0.1444487,-0.97734314,-0.010255075,0.85666966,0,1.141784992069006,()
18,-0.16399555,-1.1723238,0.0068783187,1.1461104,0,0.3376756329089403,()
18,-0.18744203,-0.9772924,0.029800529,0.8555924,1,-2.292221039533615,()
18,-0.20698789,-1.1728076,0.046912376,1.1574949,0,-1.7111847177147865,()
18,-0.23044403,-0.9783274,0.07006227,0.8798828,1,-2.3149896413087845,()
18,-0.25001058,-0.7842237,0.08765993,0.610023,1,-1.7597660422325134,()
18,-0.26569507,-0.9804545,0.09986039,0.92897815,0,-1.2200459837913513,()
18,-0.28530413,-1.1767724,0.11843996,1.2512981,0,-1.8579564988613129,()
18,-0.3088396,-0.98335034,0.14346592,0.99793756,1,-2.502596378326416,()
18,-0.3285066,-0.7904074,0.16342467,0.75353104,1,-1.9958749413490295,()
18,-0.34431475,-0.5978705,0.17849529,0.516407,1,-1.5070617198944092,()
18,-0.35627216,-0.4056516,0.18882343,0.284859,1,-1.032814383506775,()
18,-0.3643852,-0.21365386,0.19452061,0.057166077,1,-0.5697175860404968,()
18,-0.36865827,-0.41095567,0.19566393,0.4043663,0,-0.11433213949203491,()
18,-0.37687737,-0.608236,0.20375125,0.75179917,0,-0.8087322115898132,()
19,-0.011525948,0.2162846,0.012133783,-0.24501166,1,-0.08820025250315666,()
19,-0.007200255,0.020991463,0.0072335494,0.051473726,0,0.490023335441947,()
19,-0.006780426,0.21600895,0.008263024,-0.2389182,1,-0.10294741950929165,()
19,-0.002460247,0.020769937,0.0034846596,0.05635962,0,0.47783637419342995,()
19,-0.0020448482,-0.1744018,0.004611852,0.35013995,0,-0.11271925177425146,()
19,-0.0055328845,0.020654254,0.0116146505,0.058914844,1,-0.700279837474227,()
19,-0.005119799,-0.17463228,0.012792948,0.35523954,0,-0.11782972142100334,()
19,-0.008612445,0.020305457,0.019897738,0.06661786,1,-0.7104790769517422,()
19,-0.008206336,0.21513656,0.021230096,-0.21972139,1,-0.13323575258255005,()
19,-0.0039036046,0.019717677,0.016835667,0.07958206,0,0.43944288045167923,()
19,-0.003509251,-0.17564152,0.018427309,0.3775288,0,-0.15916414558887482,()
19,-0.0070220814,0.019213935,0.025977885,0.09071254,1,-0.7550576701760292,()
19,-0.006637803,0.21395409,0.027792135,-0.1936625,1,-0.18142499029636383,()
19,-0.0023587209,0.018445825,0.023918886,0.10765649,0,0.3873249515891075,()
19,-0.0019898044,0.21321699,0.026072016,-0.17738521,1,-0.21531302481889725,()
19,0.0022745354,0.40795633,0.02252431,-0.46173063,1,0.35477057099342346,()
19,0.010433662,0.21252339,0.013289698,-0.16203399,0,0.9234611876308918,()
19,0.0146841295,0.017213728,0.010049018,0.13481168,0,0.32406803220510483,()
19,0.015028404,0.21219032,0.012745252,-0.15468407,1,-0.26962338015437126,()
19,0.01927221,0.01688821,0.009651571,0.14199229,0,0.3093681298196316,()
19,0.019609975,0.21187061,0.012491416,-0.14763017,1,-0.28398456051945686,()
19,0.023847386,0.40681148,0.009538813,-0.43634626,1,0.29526036232709885,()
19,0.031983618,0.21155581,0.0008118875,-0.14067173,0,0.8726924657821655,()
19,0.03621473,0.016422236,-0.002001547,0.15226723,0,-0.11896595824509859,()
19,0.036543176,0.2115728,0.0010437976,-0.14104646,1,0.09577494347468019,()
19,0.040774632,0.40667978,-0.0017771319,-0.43339992,1,-0.07333343382924795,()
19,0.04890823,0.21158303,-0.01044513,-0.14127773,0,-0.8667998015880585,()
19,0.053139888,0.01661222,-0.0132706845,0.14809172,0,-0.2825554460287094,()
19,0.053472135,0.21192168,-0.010308851,-0.14874813,1,0.29618339613080025,()
19,0.057710566,0.016948845,-0.013283813,0.14066482,0,-0.2974962815642357,()
19,0.058049545,0.2122585,-0.010470517,-0.15617914,1,0.2813296392560005,()
19,0.062294714,0.017288022,-0.013594099,0.13318227,0,-0.31235823407769203,()
19,0.06264047,0.21260203,-0.010930454,-0.16375822,1,0.2663644962012768,()
19,0.06689251,0.017638244,-0.014205619,0.1254565,0,-0.32751644030213356,()
19,0.06724528,-0.17727734,-0.011696489,0.41362408,0,0.25091301649808884,()
19,0.06369973,0.01800843,-0.0034240072,0.117276765,1,0.827248115092516,()
19,0.0640599,0.21317928,-0.0010784719,-0.17648444,1,0.23455354385077953,()
19,0.068323486,0.40831664,-0.004608161,-0.4695074,1,-0.3529688809067011,()
19,0.07648982,0.21326008,-0.013998308,-0.17828047,0,-0.9390147402882576,()
19,0.080755025,0.018341227,-0.017563919,0.10995381,0,-0.3565610386431217,()
19,0.08112185,-0.1765247,-0.015364842,0.3970441,0,0.2199077047407627,()
19,0.07759135,0.01881184,-0.00742396,0.09955678,1,0.7940880954265594,()
19,0.07796759,-0.17620292,-0.0054328246,0.38988826,0,0.19911355338990688,()
19,0.074443534,0.018995708,0.0023649405,0.09549737,1,0.30678841285407543,()
19,0.07482345,-0.17616005,0.004274888,0.3889255,0,-0.19099474884569645,()
19,0.071300246,-0.37134242,0.0120533975,0.6829532,0,-0.7778509519994259,()
19,0.063873395,-0.56662965,0.025712462,0.97940636,0,-1.3659064657986164,()
19,0.0525408,-0.37186167,0.045300588,0.6949096,1,-1.9588125869631767,()
19,0.04510357,-0.17739634,0.05919878,0.41682467,1,-1.3898193836212158,()
19,0.041555643,-0.3733051,0.067535274,0.7275673,0,-0.8336491882801056,()
19,0.03408954,-0.5692925,0.08208662,1.0407186,0,-1.4551348984241486,()
19,0.022703689,-0.37535128,0.10290099,0.7748926,1,-2.081436663866043,()
19,0.015196663,-0.18178396,0.118398845,0.516277,1,-1.5497855842113495,()
19,0.011560985,-0.3783567,0.12872438,0.8437998,0,-1.0325536131858826,()
19,0.0039938507,-0.5749782,0.14560038,1.1740324,0,-1.6875997185707092,()
19,-0.0075057126,-0.38201705,0.16908103,0.93030876,1,-2.3480653762817383,()
19,-0.015146053,-0.57896775,0.1876872,1.2709953,0,-1.8606171011924744,()
20,0.049615026,0.21703339,0.03019011,-0.31749433,1,0.06942711770534515,()
20,0.053955693,0.021494731,0.023840224,-0.015445456,0,0.634988583624363,()
20,0.054385588,0.21626681,0.023531316,-0.3005122,1,0.030890852212905884,()
20,0.05871092,0.020817507,0.017521072,-0.00050183054,0,0.601024366915226,()
20,0.05912727,0.21568385,0.017511034,-0.28760555,1,0.0010037794709205627,()
20,0.06344095,0.41055176,0.0117589235,-0.5747146,1,0.5752110853791237,()
20,0.07165199,0.21526696,0.00026463115,-0.27835062,0,1.1494291946291924,()
20,0.07595733,0.41038513,-0.0053023812,-0.5709501,1,-0.5037750117480755,()
20,0.08416503,0.60558105,-0.016721383,-0.8652987,1,-1.141900196671486,()
20,0.09627665,0.4106906,-0.034027357,-0.5779198,0,-1.7305973917245865,()
20,0.10449046,0.2160617,-0.04558575,-0.29614753,0,-1.1558394879102707,()
20,0.10881169,0.021618247,-0.051508702,-0.018182928,0,-0.5922950804233551,()
20,0.109244056,0.2174396,-0.05187236,-0.32666224,1,-0.03636591136455536,()
20,0.11359285,0.023093076,-0.058405608,-0.050778214,0,-0.6533246487379074,()
20,0.11405471,-0.17114487,-0.05942117,0.22292043,0,-0.10155625641345978,()
20,0.110631816,0.024773821,-0.05496276,-0.08789849,1,0.44584088027477264,()
20,0.111127295,0.22063877,-0.056720734,-0.39740318,1,-0.17579719424247742,()
20,0.115540065,0.026365481,-0.0646688,-0.12312884,0,-0.7948063313961029,()
20,0.11606738,-0.16777325,-0.06713137,0.14847115,0,-0.24625733494758606,()
20,0.112711914,0.028242601,-0.06416195,-0.16461213,1,0.2969421446323395,()
20,0.113276765,-0.16590498,-0.06745419,0.10715934,0,-0.32922402024269104,()
20,0.10995866,-0.3599987,-0.06531101,0.37782133,0,0.214318186044693,()
20,0.10275869,-0.16401294,-0.05775458,0.065281644,1,0.7556427270174026,()
20,0.09947843,-0.35826132,-0.056448948,0.339198,0,0.13056322932243347,()
20,0.09231321,-0.1623835,-0.049664985,0.029262068,1,0.6783962249755859,()
20,0.08906554,-0.35675934,-0.049079746,0.3058708,0,0.058523938059806824,()
20,0.08193035,-0.5511488,-0.042962328,0.5826802,0,0.611741840839386,()
20,0.07090737,-0.3554521,-0.031308725,0.276779,1,1.1653602123260498,()
20,0.06379833,-0.15989777,-0.025773143,-0.02561197,1,0.5535582080483437,()
20,0.060600374,-0.3546408,-0.026285384,0.25882912,0,-0.05122404545545578,()
20,0.05350756,-0.54937786,-0.0211088,0.54310673,0,0.5176583305001259,()
20,0.04252,-0.7441969,-0.010246666,0.82906467,0,1.0862134397029877,()
20,0.027636064,-0.9391773,0.006334627,1.1185074,0,0.391203910112381,()
20,0.008852518,-0.744139,0.028704775,0.8278183,1,-2.2370148450136185,()
20,-0.006030262,-0.549421,0.04526114,0.54429966,1,-1.655636541545391,()
20,-0.017018683,-0.35496336,0.056147132,0.26621413,1,-1.0885991156101227,()
20,-0.02411795,-0.55083984,0.061471418,0.5760644,0,-0.5324285477399826,()
20,-0.035134748,-0.74676716,0.072992705,0.88746154,0,-1.1521287262439728,()
20,-0.050070092,-0.9427999,0.09074193,1.2021685,0,-1.7749227583408356,()
20,-0.06892609,-1.1389705,0.114785306,1.5218552,0,-2.404337376356125,()
20,-0.0917055,-0.9454073,0.14522241,1.2670939,1,-3.0437104403972626,()
20,-0.110613644,-0.7524079,0.17056428,1.0231876,1,-2.534186840057373,()
20,-0.1256618,-0.5599174,0.19102804,0.7885448,1,-2.0463764667510986,()
20,-0.13686015,-0.36786032,0.20679893,0.5615209,1,-1.5770882368087769,()
21,0.021984275,-0.16021648,-0.009770925,0.29487517,0,0.010650046169757843,()
21,0.018779945,-0.35519776,-0.0038734213,0.58446056,0,0.5897503811866045,()
21,0.01167599,-0.16002178,0.00781579,0.29055998,1,-0.3942369017750025,()
21,0.008475554,0.034987863,0.01362699,0.0003522835,1,-0.581119954586029,()
21,0.009175312,-0.16032684,0.013634035,0.29730335,0,-0.0007045455276966095,()
21,0.005968775,0.034598127,0.019580102,0.008951355,1,-0.5946066230535507,()
21,0.0066607376,-0.16079907,0.01975913,0.30774716,0,-0.017902813851833344,()
21,0.003444756,0.03403583,0.025914073,0.021360653,1,-0.6154943257570267,()
21,0.0041254726,0.22877675,0.026341286,-0.26303476,1,-0.042721256613731384,()
21,0.008701008,0.423513,0.02108059,-0.5472944,1,0.5260694772005081,()
21,0.017171267,0.22810131,0.0101347035,-0.24804473,0,1.0945887304842472,()
