Episode Number,Car x Coordinates,Car y Coordinates,Action,Exploration Rate,Reward,Score
1,65.7290802,1.81079495,2,0.981665533,2.925806452,44.17870968
1,65.71508026,1.903641939,4,0.9811747,-0.3,43.87870968
1,65.7146759,1.906463027,3,0.980684113,-0.3,43.57870968
1,65.71450043,1.908551931,2,0.980193771,-0.3,43.27870968
1,65.71421051,1.910633326,2,0.979703674,-0.3,42.97870968
1,65.70614624,1.964223981,0,0.979213822,-0.3,42.67870968
1,65.6913147,2.062723398,4,0.978724215,-0.3,42.37870968
1,65.69103241,2.064644814,4,0.978234853,-0.3,42.07870968
1,65.69103241,2.064646959,4,0.977745736,-0.3,41.77870968
1,65.69103241,2.064646959,4,0.977256863,-0.3,41.47870968
1,65.69103241,2.064646959,4,0.976768234,-0.3,41.17870968
1,65.69103241,2.064647198,3,0.97627985,-0.3,40.87870968
1,65.68310547,2.117270231,0,0.97579171,-0.3,40.57870968
1,65.66133881,2.262930393,3,0.975303814,-0.3,40.27870968
1,65.64115143,2.409556627,1,0.974816162,-0.3,39.97870968
1,65.62032318,2.556119919,3,0.974328754,-0.3,39.67870968
1,65.60045624,2.718933105,0,0.97384159,3.510967742,43.18967742
1,65.56545258,2.970525265,0,0.973354669,-0.3,42.88967742
1,65.5154953,3.322709084,0,0.972867992,-0.3,42.58967742
1,65.46198273,3.700359106,4,0.972381558,2.925806452,45.51548387
1,65.43160248,3.914910793,4,0.971895367,-0.3,45.21548387
1,65.41749573,4.013834953,1,0.971409419,-0.3,44.91548387
1,65.40188599,4.111318111,1,0.970923715,-0.3,44.61548387
1,65.38326263,4.207592487,2,0.970438253,-0.3,44.31548387
1,65.36524963,4.304113865,2,0.969953034,-0.3,44.01548387
1,65.34938049,4.401216984,1,0.969468057,-0.3,43.71548387
1,65.34165192,4.444421768,4,0.968983323,-0.3,43.41548387
1,65.3416214,4.444630146,3,0.968498831,-0.3,43.11548387
1,65.34161377,4.44468689,4,0.968014582,-0.3,42.81548387
1,65.33343506,4.497270584,0,0.967530575,-0.3,42.51548387
1,65.31813049,4.5955863,4,0.967046809,-0.3,42.21548387
1,65.31758118,4.599094868,2,0.966563286,-0.3,41.91548387
1,65.3092041,4.652891636,0,0.966080004,-0.3,41.61548387
1,65.29388428,4.751348972,4,0.965596964,-0.3,41.31548387
1,65.2933197,4.754835129,1,0.965114166,-0.3,41.01548387
1,65.29312134,4.755778313,4,0.964631609,-0.3,40.71548387
1,65.29312134,4.75578022,2,0.964149293,-0.3,40.41548387
1,65.284935,4.808363438,0,0.963667218,3.510967742,43.92645161
1,65.26963043,4.906677723,4,0.963185385,-0.3,43.62645161
1,65.26110077,4.961456299,0,0.962703792,-0.3,43.32645161
1,65.23843384,5.107945919,3,0.96222244,-0.3,43.02645161
1,65.21751404,5.255429745,1,0.961741329,-0.3,42.72645161
1,65.19308472,5.418180943,0,0.961260458,-0.3,42.42645161
1,65.16107178,5.631799698,3,0.960779828,-0.3,42.12645161
1,65.14089966,5.775535583,4,0.960299438,-0.3,41.82645161
1,65.13619232,5.807143688,3,0.959819288,-0.3,41.52645161
1,65.12688446,5.872712135,0,0.959339379,-0.3,41.22645161
1,65.10488129,6.022255898,3,0.958859709,2.925806452,44.15225806
1,65.08557129,6.172768116,3,0.958380279,-0.3,43.85225806
1,65.07176971,6.322829723,2,0.957901089,-0.3,43.55225806
1,65.05510712,6.489121914,0,0.957422139,-0.3,43.25225806
1,65.02835083,6.707923889,3,0.956943428,-0.3,42.95225806
1,65.0118866,6.852176666,4,0.956464956,-0.3,42.65225806
1,65.01043701,6.86370039,4,0.955986723,-0.3,42.35225806
1,65.00380707,6.916516304,0,0.95550873,-0.3,42.05225806
1,64.9914093,7.015241623,4,0.955030976,-0.3,41.75225806
1,64.99094391,7.018761158,1,0.95455346,-0.3,41.45225806
1,64.99040222,7.021310806,1,0.954076183,-0.3,41.15225806
1,64.98969269,7.023792744,3,0.953599145,-0.3,40.85225806
1,64.98262787,7.077754974,0,0.953122346,-0.3,40.55225806
1,64.96379852,7.224729538,1,0.952645785,-0.3,40.25225806
1,64.94307709,7.372184277,3,0.952169462,-0.3,39.95225806
1,64.92306519,7.519771099,1,0.951693377,2.925806452,42.87806452
1,64.89974213,7.666618824,2,0.95121753,-0.3,42.57806452
1,64.8789978,7.814007759,2,0.950741921,-0.3,42.27806452
1,64.8684845,7.891439915,4,0.950266551,-0.3,41.97806452
1,64.86833191,7.892607212,2,0.949791417,-0.3,41.67806452
1,64.86820984,7.893466949,1,0.949316522,-0.3,41.37806452
1,64.8681488,7.893783092,4,0.948841863,-0.3,41.07806452
1,64.8681488,7.893783569,2,0.948367442,-0.3,40.77806452
1,64.8681488,7.893783569,4,0.947893259,-0.3,40.47806452
1,64.86097717,7.946514606,0,0.947419312,-0.3,40.17806452
1,64.84124756,8.092477798,3,0.946945602,-0.3,39.87806452
1,64.82314301,8.239390373,2,0.94647213,-0.3,39.57806452
1,64.8019104,8.401632309,0,0.945998893,-0.3,39.27806452
1,64.78198242,8.551062584,4,0.945525894,-0.3,38.97806452
1,64.77651978,8.592494965,3,0.945053131,-0.3,38.67806452
1,64.77177429,8.632966995,1,0.944580605,-0.3,38.37806452
1,64.76657104,8.673400879,2,0.944108314,-0.3,38.07806452
1,64.75685883,8.746823311,0,0.94363626,-0.3,37.77806452
1,64.73600769,8.902323723,1,0.943164442,-0.3,37.47806452
1,64.71147156,9.057813644,1,0.94269286,-0.3,37.17806452
1,64.69593811,9.150112152,4,0.942221513,-0.3,36.87806452
1,64.69551086,9.152573586,2,0.941750403,-0.3,36.57806452
1,64.69525146,9.154389381,3,0.941279527,-0.3,36.27806452
1,64.69511414,9.156212807,1,0.940808888,-0.3,35.97806452
1,64.69488525,9.158031464,2,0.940338483,-0.3,35.67806452
1,64.6947937,9.158705711,4,0.939868314,-0.3,35.37806452
1,64.68742371,9.211411476,0,0.93939838,-0.3,35.07806452
1,64.67364502,9.309952736,4,0.938928681,2.925806452,38.00387097
1,64.66596985,9.364857674,0,0.938459216,-0.3,37.70387097
1,64.64559174,9.51168251,3,0.937989987,-0.3,37.40387097
1,64.62759399,9.659446716,3,0.937520992,-0.3,37.10387097
1,64.61549377,9.806539536,3,0.937052231,-0.3,36.80387097
1,64.60897064,9.952563286,1,0.936583705,-0.3,36.50387097
1,64.60474396,10.03235531,4,0.936115413,-0.3,36.20387097
1,64.59889221,10.08617306,0,0.935647355,-0.3,35.90387097
1,64.58811188,10.1851511,4,0.935179532,-0.3,35.60387097
1,64.58209229,10.24025726,0,0.934711942,-0.3,35.30387097
1,64.56583405,10.38759422,1,0.934244586,-0.3,35.00387097
1,64.54763031,10.53543568,2,0.933777464,-0.3,34.70387097
1,64.52885437,10.69893456,0,0.933310575,-0.3,34.40387097
1,64.50415039,10.91351986,1,0.93284392,-0.3,34.10387097
1,64.47253418,11.13966084,0,0.932377498,-0.3,33.80387097
1,64.43819427,11.40767193,1,0.931911309,-0.3,33.50387097
1,64.39404297,11.6739006,1,0.931445353,-0.3,33.20387097
1,64.35593414,11.86849117,4,0.930979631,-0.3,32.90387097
1,64.34726715,11.9242382,2,0.930514141,-0.3,32.60387097
1,64.33912659,11.97872925,3,0.930048884,-0.3,32.30387097
1,64.32794189,12.06169796,0,0.929583859,-0.3,32.00387097
1,64.31243134,12.16756439,4,0.929119067,-0.3,31.70387097
1,64.30423737,12.22256565,0,0.928654508,-0.3,31.40387097
1,64.29705048,12.27079964,4,0.928190181,-10,21.40387097
2,70.23596954,-17.43565369,2,0.928190181,6.151612903,6.151612903
2,70.23596954,-17.43565369,2,0.927726086,-0.3,5.851612903
2,70.2285614,-17.38295364,0,0.927262222,-0.3,5.551612903
2,70.21472168,-17.28442192,4,0.926798591,-0.3,5.251612903
2,70.21420288,-17.28091049,1,0.926335192,-0.3,4.951612903
2,70.20645142,-17.22703362,0,0.925872024,3.510967742,8.462580645
2,70.17965698,-17.03711319,0,0.925409088,-0.3,8.162580645
2,70.14083099,-16.7584095,3,0.924946384,-0.3,7.862580645
2,70.1061554,-16.47506905,1,0.924483911,-0.3,7.562580645
2,70.06821442,-16.19203949,1,0.924021669,2.925806452,10.4883871
2,70.03736115,-15.98911762,4,0.923559658,-0.3,10.1883871
2,70.02642822,-15.91077995,1,0.923097878,-0.3,9.888387097
2,70.01148224,-15.81085396,0,0.922636329,-0.3,9.588387097
2,69.98749542,-15.64333534,1,0.922175011,-0.3,9.288387097
2,69.96063232,-15.47569466,3,0.921713923,-0.3,8.988387097
2,69.93508148,-15.30775452,1,0.921253067,-0.3,8.688387097
2,69.90293884,-15.12584114,0,0.92079244,3.510967742,12.19935484
2,69.87776947,-14.96725273,4,0.920332044,-0.3,11.89935484
2,69.86637115,-14.89264679,0,0.919871878,-0.3,11.59935484
2,69.84338379,-14.74107838,3,0.919411942,-0.3,11.29935484
2,69.8224411,-14.58853054,1,0.918952236,-0.3,10.99935484
2,69.79785919,-14.42095757,0,0.91849276,-0.3,10.69935484
2,69.77510071,-14.26885605,4,0.918033513,-0.3,10.39935484
2,69.7641449,-14.19561672,0,0.917574497,-0.3,10.09935484
2,69.74137115,-14.04463577,1,0.917115709,2.925806452,13.02516129
2,69.71417236,-13.87880516,0,0.916657151,-0.3,12.72516129
2,69.68035126,-13.664258,1,0.916198823,-0.3,12.42516129
2,69.64070892,-13.45067024,1,0.915740723,-0.3,12.12516129
2,69.58932495,-13.22867012,0,0.915282853,-0.3,11.82516129
2,69.52518463,-12.93263817,0,0.914825212,3.510967742,15.33612903
2,69.44919586,-12.54251862,0,0.914367799,-0.3,15.03612903
2,69.36985779,-12.12963963,4,0.913910615,-0.3,14.73612903
2,69.31446075,-11.84345627,1,0.91345366,2.925806452,17.66193548
2,69.25848389,-11.57897568,1,0.912996933,-0.3,17.36193548
2,69.19311523,-11.31852341,3,0.912540435,-0.3,17.06193548
2,69.12504578,-11.0587492,1,0.912084164,2.925806452,19.98774194
2,69.0453949,-10.80426884,3,0.911628122,-0.3,19.68774194
2,68.96331787,-10.5380106,0,0.911172308,-0.3,19.38774194
2,68.90129852,-10.31476593,4,0.910716722,-0.3,19.08774194
2,68.87702942,-10.22577572,1,0.910261364,-0.3,18.78774194
2,68.85148621,-10.13842201,1,0.909806233,-0.3,18.48774194
2,68.82279205,-10.05287361,1,0.90935133,2.925806452,21.41354839
2,68.80930328,-10.01407623,4,0.908896654,-0.3,21.11354839
2,68.80922699,-10.01387978,3,0.908442206,-0.3,20.81354839
2,68.8092041,-10.01382828,4,0.907987985,-0.3,20.51354839
2,68.8092041,-10.01382828,4,0.907533991,-0.3,20.21354839
2,68.8092041,-10.01382828,1,0.907080224,-0.3,19.91354839
2,68.8092041,-10.01382732,4,0.906626684,-0.3,19.61354839
2,68.8092041,-10.01382732,3,0.90617337,-0.3,19.31354839
2,68.8092041,-10.01382732,3,0.905720284,-0.3,19.01354839
2,68.79458618,-9.962657928,0,0.905267424,-0.3,18.71354839
2,68.74278259,-9.779136658,0,0.90481479,-0.3,18.41354839
2,68.66262817,-9.496695518,0,0.904362382,-0.3,18.11354839
2,68.56864929,-9.166500092,2,0.903910201,-0.3,17.81354839
2,68.46386719,-8.798363686,2,0.903458246,2.925806452,20.73935484
2,68.35090637,-8.396349907,3,0.903006517,-0.3,20.43935484
2,68.24760437,-7.978898048,0,0.902555014,3.510967742,23.95032258
2,68.15155792,-7.608020782,4,0.902103736,-0.3,23.65032258
2,68.09856415,-7.408632755,1,0.901652684,-0.3,23.35032258
2,68.04109192,-7.202664375,0,0.901201858,-0.3,23.05032258
2,67.96643066,-6.926648617,0,0.900751257,3.510967742,26.56129032
2,67.87368011,-6.584462643,1,0.900300881,-0.3,26.26129032
2,67.77073669,-6.240284443,2,0.899850731,-0.3,25.96129032
2,67.673172,-5.894252777,3,0.899400806,2.925806452,28.88709677
2,67.59376526,-5.544849396,3,0.898951105,-0.3,28.58709677
2,67.54603577,-5.281326294,4,0.89850163,-0.3,28.28709677
2,67.51676941,-5.156409264,0,0.898052379,-0.3,27.98709677
2,67.47422028,-4.977299213,2,0.897603353,2.925806452,30.91290323
2,67.43093109,-4.797678947,1,0.897154551,-0.3,30.61290323
2,67.4021225,-4.682404518,4,0.896705974,-0.3,30.31290323
2,67.39992523,-4.673132896,3,0.896257621,-0.3,30.01290323
2,67.38724518,-4.619058609,0,0.895809492,-0.3,29.71290323
2,67.35279083,-4.475295544,1,0.895361587,-0.3,29.41290323
2,67.31622314,-4.331297874,3,0.894913906,-0.3,29.11290323
2,67.28038025,-4.187077999,1,0.894466449,-0.3,28.81290323
2,67.2592926,-4.105104446,4,0.894019216,-0.3,28.51290323
2,67.2588501,-4.103279591,2,0.893572207,-0.3,28.21290323
2,67.2585144,-4.101937771,1,0.893125421,-0.3,27.91290323
2,67.24565125,-4.049649239,0,0.892678858,-0.3,27.61290323
2,67.21068573,-3.906105995,3,0.892232518,2.925806452,30.53870968
2,67.177948,-3.76139164,3,0.891786402,-0.3,30.23870968
2,67.15019226,-3.616639853,2,0.891340509,-0.3,29.93870968
2,67.11830902,-3.455980062,0,0.890894839,-0.3,29.63870968
2,67.07038116,-3.244122744,1,0.890449391,-0.3,29.33870968
2,67.03681183,-3.104568958,4,0.890004167,-0.3,29.03870968
2,67.03042603,-3.076429367,3,0.889559165,-0.3,28.73870968
2,67.02484894,-3.049188375,3,0.889114385,-0.3,28.43870968
2,67.02302551,-3.039093971,4,0.888669828,-0.3,28.13870968
2,67.01124573,-2.987183809,0,0.888225493,-0.3,27.83870968
2,66.96904755,-2.801059246,0,0.88778138,3.510967742,31.34967742
2,66.90400696,-2.514405489,0,0.887337489,-0.3,31.04967742
2,66.82796478,-2.179226398,2,0.886893821,-0.3,30.74967742
2,66.74216461,-1.805838823,1,0.886450374,2.925806452,33.67548387
2,66.65756989,-1.459064484,4,0.886007149,-0.3,33.37548387
2,66.61067963,-1.258296013,3,0.885564145,-0.3,33.07548387
2,66.56784058,-1.059305429,3,0.885121363,-0.3,32.77548387
2,66.52966309,-0.848311365,0,0.884678802,3.510967742,36.28645161
2,66.49344635,-0.666322649,4,0.884236463,-0.3,35.98645161
2,66.47841644,-0.596248627,3,0.883794345,-0.3,35.68645161
2,66.47212219,-0.565899312,4,0.883352447,-0.3,35.38645161
2,66.47209167,-0.565760911,2,0.882910771,-0.3,35.08645161
2,66.47206879,-0.565659583,1,0.882469316,-0.3,34.78645161
2,66.4720459,-0.565559387,2,0.882028081,-0.3,34.48645161
2,66.47202301,-0.565458298,1,0.881587067,-0.3,34.18645161
2,66.46082306,-0.513384581,0,0.881146274,-0.3,33.88645161
2,66.42996216,-0.369341075,3,0.8807057,-0.3,33.58645161
2,66.40068054,-0.224221364,2,0.880265348,-0.3,33.28645161
2,66.37076569,-0.079204112,3,0.879825215,-0.3,32.98645161
2,66.34411621,0.066199623,1,0.879385302,-0.3,32.68645161
2,66.31494141,0.21126987,2,0.87894561,2.925806452,35.61225806
2,66.28582001,0.356349677,3,0.878506137,-0.3,35.31225806
2,66.26243591,0.50212878,2,0.878066884,-0.3,35.01225806
2,66.23587036,0.647586465,3,0.87762785,-0.3,34.71225806
2,66.21495056,0.793627381,1,0.877189036,-0.3,34.41225806
2,66.19028473,0.939337373,3,0.876750442,-0.3,34.11225806
2,66.17185211,1.08562088,1,0.876312067,2.925806452,37.03806452
2,66.14481354,1.251125693,0,0.875873911,-0.3,36.73806452
2,66.1074295,1.477267623,3,0.875435974,-0.3,36.43806452
2,66.07949829,1.704974055,2,0.874998256,-0.3,36.13806452
2,66.04592896,1.932297945,2,0.874560757,2.925806452,39.06387097
2,66.02394104,2.075062752,4,0.874123476,-0.3,38.76387097
2,66.02268219,2.082977057,1,0.873686414,-0.3,38.46387097
2,66.02138519,2.08983016,2,0.873249571,-0.3,38.16387097
2,66.0202713,2.096723795,2,0.872812946,-0.3,37.86387097
2,66.01917267,2.103618622,1,0.87237654,-0.3,37.56387097
2,66.01772308,2.110419273,1,0.871940352,-0.3,37.26387097
2,66.01592255,2.117067814,3,0.871504382,-0.3,36.96387097
2,66.0069809,2.17225194,0,0.871068629,-0.3,36.66387097
2,65.97767639,2.362636328,0,0.870633095,-0.3,36.36387097
2,65.93252563,2.65679884,0,0.870197778,-0.3,36.06387097
2,65.88288879,2.98020792,4,0.86976268,2.925806452,38.98967742
2,65.84578705,3.221930027,2,0.869327798,-0.3,38.68967742
2,65.80987549,3.45908308,3,0.868893134,-0.3,38.38967742
2,65.77725983,3.707143545,0,0.868458688,-0.3,38.08967742
2,65.7365036,3.992069483,2,0.868024458,2.925806452,41.01548387
2,65.69338989,4.287004948,0,0.867590446,-0.3,40.71548387
2,65.64138031,4.643393993,0,0.867156651,-0.3,40.41548387
2,65.58013153,5.063566685,2,0.866723073,2.925806452,43.34129032
2,65.51760101,5.493082523,0,0.866289711,-0.3,43.04129032
2,65.45362854,5.948510647,3,0.865856566,-0.3,42.74129032
2,65.4101181,6.405642509,1,0.865423638,2.925806452,45.66709677
2,65.35903168,6.862720013,2,0.864990926,-0.3,45.36709677
2,65.30454254,7.327165127,0,0.864558431,-0.3,45.06709677
2,65.24475861,7.841360569,0,0.864126151,-0.3,44.76709677
2,65.1757431,8.410419464,1,0.863694088,2.925806452,47.69290323
2,65.06941223,8.971852303,1,0.863262241,-0.3,47.39290323
2,64.90550232,9.513597488,3,0.86283061,-0.3,47.09290323
2,64.72873688,10.05499363,3,0.862399195,2.925806452,50.01870968
2,64.59163666,10.51794434,4,0.861967995,-0.3,49.71870968
2,64.50856781,10.80290604,2,0.861537011,-0.3,49.41870968
2,64.42282104,11.08508682,1,0.861106243,-0.3,49.11870968
2,64.32160187,11.36131954,2,0.86067569,2.925806452,52.04451613
2,64.25493622,11.55612469,4,0.860245352,-0.3,51.74451613
2,64.23193359,11.62519932,0,0.859815229,-0.3,51.44451613
2,64.1837616,11.76972961,3,0.859385322,-0.3,51.14451613
2,64.13738251,11.91557026,1,0.858955629,-0.3,50.84451613
2,64.08914948,12.06085491,1,0.858526151,-0.3,50.54451613
2,64.03148651,12.21958065,0,0.858096888,-0.3,50.24451613
2,64.00718689,12.28893852,3,0.85766784,-10,40.24451613
3,70.22841644,-17.38297462,0,0.85766784,7.381935484,7.381935484
3,70.20781708,-17.23712921,1,0.857239006,2.925806452,10.30774194
3,70.18486023,-17.09099579,1,0.856810386,-0.3,10.00774194
3,70.15506744,-16.93124199,0,0.856381981,-0.3,9.707741935
3,70.11651611,-16.72088623,1,0.85595379,-0.3,9.407741935
3,70.06850433,-16.50090218,0,0.855525813,-0.3,9.107741935
3,70.01346588,-16.23932076,2,0.85509805,2.925806452,12.03354839
3,69.9635849,-15.9756422,2,0.854670501,-0.3,11.73354839
3,69.91329193,-15.71204281,1,0.854243166,-0.3,11.43354839
3,69.87423706,-15.53324986,4,0.853816044,-0.3,11.13354839
3,69.865242,-15.48746967,1,0.853389136,-0.3,10.83354839
3,69.85582733,-15.44289207,3,0.852962442,-0.3,10.53354839
3,69.84687805,-15.39819527,2,0.852535961,-0.3,10.23354839
3,69.83805084,-15.35346794,2,0.852109693,-0.3,9.933548387
3,69.83477783,-15.33689117,4,0.851683638,-0.3,9.633548387
3,69.83477783,-15.33687401,4,0.851257796,-0.3,9.333548387
3,69.83477783,-15.33687401,2,0.850832167,-0.3,9.033548387
3,69.83477783,-15.33687401,1,0.850406751,-0.3,8.733548387
3,69.83477783,-15.33687401,3,0.849981548,-0.3,8.433548387
3,69.83477783,-15.33687401,4,0.849556557,-0.3,8.133548387
3,69.83477783,-15.33687401,4,0.849131778,-0.3,7.833548387
3,69.83477783,-15.33687401,1,0.848707213,-0.3,7.533548387
3,69.83477783,-15.33687401,4,0.848282859,-0.3,7.233548387
3,69.83477783,-15.33687401,4,0.847858718,-0.3,6.933548387
3,69.82444,-15.28467178,0,0.847434788,-0.3,6.633548387
3,69.78734589,-15.09745502,0,0.847011071,3.510967742,10.14451613
3,69.733284,-14.82254314,3,0.846587565,-0.3,9.844516129
3,69.68293762,-14.54260159,2,0.846164271,-0.3,9.544516129
3,69.62857819,-14.25367928,0,0.845741189,-0.3,9.244516129
3,69.56591797,-13.93231392,1,0.845318319,2.925806452,12.17032258
3,69.49118042,-13.60462093,0,0.84489566,-0.3,11.87032258
3,69.41676331,-13.24407578,3,0.844473212,-0.3,11.57032258
3,69.35680389,-12.87261295,0,0.844050975,3.510967742,15.08129032
3,69.28661346,-12.47177219,3,0.84362895,-0.3,14.78129032
3,69.23724365,-12.0690012,3,0.843207135,2.925806452,17.70709677
3,69.22244263,-11.66719532,1,0.842785532,-0.3,17.40709677
3,69.21463776,-11.26356983,3,0.842364139,-0.3,17.10709677
3,69.24001312,-10.86381817,1,0.841942957,2.925806452,20.03290323
3,69.2678299,-10.46163177,1,0.841521985,-0.3,19.73290323
3,69.28420258,-10.05727386,3,0.841101224,2.925806452,22.65870968
3,69.32523346,-9.646172523,0,0.840680674,-0.3,22.35870968
3,69.35379791,-9.289018631,4,0.840260333,-0.3,22.05870968
3,69.36605072,-9.11679554,1,0.839840203,-0.3,21.75870968
3,69.3727951,-8.946499825,3,0.839420283,2.925806452,24.68451613
3,69.38482666,-8.776266098,2,0.839000573,-0.3,24.38451613
3,69.40019989,-8.589288712,0,0.838581073,-0.3,24.08451613
3,69.4209137,-8.347989082,2,0.838161782,-0.3,23.78451613
