Episode Number,Car x Coordinates,Car y Coordinates,Action,Exploration Rate,Reward,Score
10,69.99839783,-15.72068977,0,0.52668096,-0.3,2.133548387
10,69.97777557,-15.57486343,1,0.526417619,-0.3,1.833548387
10,69.95536041,-15.42856026,3,0.52615441,-0.3,1.533548387
10,69.93442535,-15.2820158,3,0.525891333,-0.3,1.233548387
10,69.91757965,-15.13518906,2,0.525628387,2.925806452,4.159354839
10,69.89881134,-14.98846054,3,0.525365573,-0.3,3.859354839
10,69.88446045,-14.8415308,1,0.525102891,-0.3,3.559354839
10,69.87581635,-14.76720333,4,0.524840339,-0.3,3.259354839
10,69.87568665,-14.76634407,1,0.524577919,-0.3,2.959354839
10,69.87554932,-14.76572037,1,0.52431563,-0.3,2.659354839
10,69.87538147,-14.76511383,3,0.524053472,-0.3,2.359354839
10,69.87524414,-14.76449299,3,0.523791445,-0.3,2.059354839
10,69.87515259,-14.7638588,2,0.52352955,-0.3,1.759354839
10,69.87512207,-14.76362324,4,0.523267785,-0.3,1.459354839
10,69.87512207,-14.76362324,3,0.523006151,-0.3,1.159354839
10,69.86828613,-14.7108469,0,0.522744648,-0.3,0.859354839
10,69.84381104,-14.52157974,0,0.522483276,-0.3,0.559354839
10,69.81509399,-14.29971695,4,0.522222034,-0.3,0.259354839
10,69.80576324,-14.2276516,4,0.521960923,-0.3,-0.040645161
11,70.23596954,-17.43565369,3,0.521960923,6.151612903,6.151612903
11,70.23596954,-17.43565369,3,0.521699942,-0.3,5.851612903
11,70.2285614,-17.38295364,0,0.521439092,-0.3,5.551612903
11,70.21482849,-17.28443909,4,0.521178373,-0.3,5.251612903
11,70.21456146,-17.28250694,4,0.520917784,-0.3,4.951612903
11,70.20716095,-17.22980499,0,0.520657325,3.510967742,8.462580645
11,70.18668365,-17.0839386,2,0.520396996,-0.3,8.162580645
11,70.16401672,-16.92248917,0,0.520136798,-0.3,7.862580645
11,70.13492584,-16.71187019,3,0.519876729,-0.3,7.562580645
11,70.10870361,-16.48862457,0,0.519616791,-0.3,7.262580645
11,70.07017517,-16.19360542,0,0.519356983,3.510967742,10.77354839
11,70.03069305,-15.89783955,4,0.519097304,-0.3,10.47354839
11,70.00885773,-15.73421001,2,0.518837755,-0.3,10.17354839
11,69.98537445,-15.55804825,0,0.518578337,-0.3,9.873548387
11,69.95571136,-15.33547115,2,0.518319047,-0.3,9.573548387
11,69.92446899,-15.10096741,0,0.518059888,3.510967742,13.08451613
11,69.88892365,-14.82691288,3,0.517800858,-0.3,12.78451613
11,69.86172485,-14.55193138,2,0.517541957,-0.3,12.48451613
11,69.8398819,-14.35935879,4,0.517283186,-0.3,12.18451613
11,69.82938385,-14.27250767,0,0.517024545,-0.3,11.88451613
11,69.80527496,-14.07276344,0,0.516766033,3.510967742,15.39548387
11,69.76895142,-13.77168179,0,0.51650765,-0.3,15.09548387
11,69.72666168,-13.42108154,0,0.516249396,-0.3,14.79548387
11,69.67964172,-13.03129768,0,0.515991271,3.510967742,18.30645161
11,69.62953949,-12.6035099,3,0.515733275,-0.3,18.00645161
11,69.58467865,-12.15020561,4,0.515475409,-0.3,17.70645161
11,69.53708649,-11.69715023,0,0.515217671,3.510967742,21.21741935
11,69.49149323,-11.263237,4,0.514960062,-0.3,20.91741935
11,69.46009064,-10.96429729,0,0.514702582,3.510967742,24.4283871
11,69.42835999,-10.65676403,3,0.514445231,-0.3,24.1283871
11,69.40274048,-10.34871769,2,0.514188008,-0.3,23.8283871
11,69.37417603,-10.04073143,2,0.513930914,-0.3,23.5283871
11,69.34591675,-9.73272419,3,0.513673949,2.925806452,26.45419355
11,69.33075714,-9.51064682,4,0.513417112,-0.3,26.15419355
11,69.32163239,-9.40694809,0,0.513160403,-0.3,25.85419355
11,69.30327606,-9.198675156,0,0.512903823,-0.3,25.55419355
11,69.27745819,-8.905552864,2,0.512647371,2.925806452,28.48
11,69.25050354,-8.5993433,0,0.512391048,-0.3,28.18
11,69.21875763,-8.238474846,0,0.512134852,-0.3,27.88
11,69.18364716,-7.82324028,3,0.511878785,2.925806452,30.80580645
11,69.16070557,-7.390619278,0,0.511622845,-0.3,30.50580645
11,69.12943268,-6.91345787,0,0.511367034,-0.3,30.20580645
11,69.09292603,-6.389877319,2,0.51111135,2.925806452,33.1316129
11,69.05569458,-5.851495743,0,0.510855795,-0.3,32.8316129
11,69.0142746,-5.291437149,1,0.510600367,2.925806452,35.75741935
11,68.93869019,-4.73695755,1,0.510345067,2.925806452,38.68322581
11,68.80337524,-4.201305866,1,0.510089894,-0.3,38.38322581
11,68.64817047,-3.766632318,4,0.509834849,-0.3,38.08322581
11,68.58499908,-3.580206156,4,0.509579932,2.925806452,41.00903226
11,68.57767487,-3.553525686,4,0.509325142,-0.3,40.70903226
11,68.57764435,-3.553418159,3,0.509070479,-0.3,40.40903226
11,68.56336975,-3.50211215,0,0.508815944,-0.3,40.10903226
11,68.52392578,-3.360183716,2,0.508561536,-0.3,39.80903226
11,68.48023224,-3.203101873,0,0.508307255,-0.3,39.50903226
11,68.41373444,-2.964038372,0,0.508053101,-0.3,39.20903226
11,68.32330322,-2.638902187,0,0.507799075,3.510967742,42.72
11,68.22584534,-2.288515329,4,0.507545175,-0.3,42.42
11,68.15395355,-2.030936241,1,0.507291403,-0.3,42.12
11,68.0791626,-1.775474191,0,0.507037757,-0.3,41.82
11,67.99666595,-1.486805439,2,0.506784238,2.925806452,44.74580645
11,67.91222382,-1.188770413,0,0.506530846,-0.3,44.44580645
11,67.81169891,-0.834210753,0,0.506277581,-0.3,44.14580645
11,67.692276,-0.413186967,0,0.506024442,3.510967742,47.65677419
11,67.56095886,0.049646154,2,0.50577143,-0.3,47.35677419
11,67.41903687,0.549648523,2,0.505518544,2.925806452,50.28258065
11,67.26963043,1.075850368,2,0.505265785,-0.3,49.98258065
11,67.11990356,1.603016973,2,0.505013152,2.925806452,52.9083871
11,66.97013092,2.130172729,2,0.504760645,-0.3,52.6083871
11,66.81854248,2.663557291,0,0.504508265,3.510967742,56.11935484
11,66.65703583,3.218333721,1,0.504256011,-0.3,55.81935484
11,66.456604,3.757875443,1,0.504003883,2.925806452,58.74516129
11,66.19261932,4.260717392,1,0.503751881,2.925806452,61.67096774
11,65.86968231,4.721939087,1,0.503500005,-0.3,61.37096774
11,65.49761963,5.141992569,2,0.503248255,2.925806452,64.29677419
11,65.08222961,5.518435478,1,0.502996631,-0.3,63.99677419
11,64.62369537,5.83624506,1,0.502745132,2.925806452,66.92258065
11,64.12326813,6.095715046,0,0.50249376,-0.3,66.62258065
11,63.65672302,6.285983562,4,0.502242513,2.925806452,69.5483871
11,63.34620285,6.414155483,0,0.501991392,-0.3,69.2483871
11,63.00470352,6.565419197,2,0.501740396,-0.3,68.9483871
11,62.65242386,6.717093945,0,0.501489526,3.510967742,72.45935484
11,62.26694489,6.875962257,2,0.501238781,-0.3,72.15935484
11,61.87893677,7.029686451,2,0.500988162,2.925806452,75.08516129
11,61.49017334,7.181312561,3,0.500737668,-0.3,74.78516129
11,61.10189056,7.35462141,0,0.500487299,3.510967742,78.29612903
11,60.67760086,7.526338577,2,0.500237055,-0.3,77.99612903
11,60.33320999,7.659761906,4,0.499986937,2.925806452,80.92193548
11,60.14775467,7.73015976,0,0.499736943,-0.3,80.62193548
11,59.88335419,7.828727245,0,0.499487075,-0.3,80.32193548
11,59.54320526,7.953856468,2,0.499237331,-0.3,80.02193548
11,59.20240021,8.079454422,3,0.498987712,2.925806452,82.94774194
11,58.85896683,8.219644547,0,0.498738219,-0.3,82.64774194
11,58.46054459,8.372501373,0,0.498488849,3.510967742,86.15870968
11,58.07268524,8.518155098,4,0.498239605,-0.3,85.85870968
11,57.84937286,8.601876259,0,0.497990485,-0.3,85.55870968
11,57.57573318,8.704408646,0,0.49774149,-0.3,85.25870968
11,57.24737549,8.828286171,3,0.497492619,2.925806452,88.18451613
11,56.90253067,8.967272758,0,0.497243873,-0.3,87.88451613
11,56.51386642,9.119412422,0,0.496995251,3.510967742,91.39548387
11,56.08214951,9.286770821,0,0.496746753,-0.3,91.09548387
11,55.61417389,9.468295097,0,0.49649838,-0.3,90.79548387
11,55.11074829,9.663721085,0,0.496250131,3.510967742,94.30645161
11,54.57105255,9.870402336,1,0.496002006,-0.3,94.00645161
11,54.00151825,10.06689453,4,0.495754005,2.925806452,96.93225806
11,53.43174744,10.26304054,1,0.495506128,2.925806452,99.85806452
11,52.86001205,10.45165443,0,0.495258375,-0.3,99.55806452
11,52.28817368,10.6386652,0,0.495010745,3.510967742,103.0690323
11,51.71664047,10.82664013,0,0.49476324,-0.3,102.7690323
11,51.14509583,11.01456738,0,0.494515858,3.510967742,106.28
11,50.57312012,11.20261765,0,0.494268601,-0.3,105.98
11,49.98304749,11.39328766,1,0.494021466,2.925806452,108.9058065
11,49.3532753,11.56501198,0,0.493774456,3.510967742,112.4167742
11,48.68699265,11.74831867,0,0.493527568,-0.3,112.1167742
11,47.98351288,11.94259548,0,0.493280805,3.510967742,115.6277419
11,47.24186325,12.14103985,1,0.493034164,2.925806452,118.5535484
11,46.45575333,12.30255985,2,0.492787647,-0.3,118.2535484
11,45.63022995,12.46524429,0,0.492541253,3.510967742,121.7645161
11,44.76481628,12.62721157,1,0.492294983,2.925806452,124.6903226
11,43.85530472,12.73288918,3,0.492048835,2.925806452,127.616129
11,42.90539932,12.82213688,1,0.491802811,2.925806452,130.5419355
11,41.97066498,12.84945107,4,0.491556909,2.925806452,133.4677419
11,41.21421814,12.86610031,2,0.491311131,-0.3,133.1677419
11,40.48820114,12.88397026,2,0.491065475,2.925806452,136.0935484
11,39.76214218,12.89900398,2,0.490819943,2.925806452,139.0193548
11,39.03610992,12.90636158,1,0.490574533,-0.3,138.7193548
11,38.31338501,12.86121941,3,0.490329245,2.925806452,141.6451613
11,37.58876419,12.82196331,2,0.490084081,2.925806452,144.5709677
11,36.95262909,12.78969765,4,0.489839039,-0.3,144.2709677
11,36.50277328,12.76158428,1,0.489594119,2.925806452,147.1967742
11,36.14633179,12.71790981,4,0.489349322,-0.3,146.8967742
11,35.97348785,12.70036411,1,0.489104647,-0.3,146.5967742
11,35.804245,12.67431164,1,0.488860095,2.925806452,149.5225806
11,35.62190247,12.63445854,0,0.488615665,-0.3,149.2225806
11,35.34687042,12.58425045,0,0.488371357,-0.3,148.9225806
11,34.9877243,12.52977753,3,0.488127171,-0.3,148.6225806
11,34.62680435,12.49178314,3,0.487883108,2.925806452,151.5483871
11,34.26824951,12.48155117,3,0.487639166,-0.3,151.2483871
11,33.91320419,12.49681282,2,0.487395347,-0.3,150.9483871
11,33.56049347,12.53108788,3,0.487151649,2.925806452,153.8741935
11,33.29730988,12.56816292,4,0.486908073,-0.3,153.5741935
11,33.18587112,12.57406807,0,0.486664619,-0.3,153.2741935
11,33.01357269,12.5838604,3,0.486421287,-0.3,152.9741935
11,32.82837677,12.59921074,0,0.486178076,-0.3,152.6741935
11,32.56351471,12.61969471,0,0.485934987,3.510967742,156.1851613
11,32.22391129,12.64258385,3,0.48569202,-0.3,155.8851613
11,31.87341881,12.67453766,0,0.485449174,-0.3,155.5851613
11,31.49339867,12.70502472,2,0.485206449,2.925806452,158.5109677
11,31.11288834,12.73447418,2,0.484963846,-0.3,158.2109677
11,30.73231697,12.7623806,1,0.484721364,-0.3,157.9109677
11,30.35226631,12.7692318,1,0.484479003,2.925806452,160.8367742
11,29.97639847,12.7452507,2,0.484236764,-0.3,160.5367742
11,29.68681335,12.728055,4,0.483994645,-0.3,160.2367742
11,29.58064842,12.72705364,3,0.483752648,-0.3,159.9367742
11,29.47643089,12.72762012,2,0.483510772,-0.3,159.6367742
11,29.37218285,12.72729015,3,0.483269016,2.925806452,162.5625806
11,29.24722672,12.72903633,0,0.483027382,-0.3,162.2625806
11,29.05831337,12.72807312,2,0.482785868,-0.3,161.9625806
11,28.8551712,12.72630405,0,0.482544475,-0.3,161.6625806
11,28.57266808,12.72370338,0,0.482303203,-0.3,161.3625806
11,28.21405029,12.71912575,1,0.482062051,2.925806452,164.2883871
11,27.84650612,12.70346355,0,0.48182102,-0.3,163.9883871
11,27.4496727,12.69184589,2,0.48158011,-0.3,163.6883871
11,27.05238724,12.68172073,2,0.48133932,2.925806452,166.6141935
11,26.65510941,12.6713047,2,0.48109865,-0.3,166.3141935
11,26.34669495,12.66302776,4,0.480858101,-0.3,166.0141935
11,26.21902847,12.65953636,2,0.480617672,2.925806452,168.94
11,26.09310341,12.65605831,2,0.480377363,-0.3,168.64
11,26.02482224,12.65416145,4,0.480137174,-0.3,168.34
11,26.02381897,12.65413475,2,0.479897106,-0.3,168.04
11,25.97028732,12.65263462,0,0.479657157,-0.3,167.74
11,25.77924347,12.64727974,0,0.479417329,-0.3,167.44
11,25.49882126,12.63981915,3,0.47917762,-0.3,167.14
11,25.21433067,12.6382618,3,0.478938031,-0.3,166.84
11,24.93266487,12.65020752,3,0.478698562,2.925806452,169.7658065
11,24.65463829,12.6758337,3,0.478459213,-0.3,169.4658065
11,24.37976456,12.71354866,3,0.478219983,-0.3,169.1658065
11,24.10851479,12.7640686,1,0.477980873,2.925806452,172.0916129
11,23.82803917,12.82487297,0,0.477741883,-0.3,171.7916129
11,23.47635651,12.89170647,0,0.477503012,-0.3,171.4916129
11,23.02315903,12.96530914,0,0.47726426,3.510967742,175.0025806
11,22.50954628,13.04546165,1,0.477025628,-0.3,174.7025806
11,21.95868111,13.11047554,0,0.476787115,3.510967742,178.2135484
11,21.3853817,13.18636608,2,0.476548722,-0.3,177.9135484
11,20.80617523,13.26733398,0,0.476310447,3.510967742,181.4245161
11,20.18767738,13.35483551,0,0.476072292,-0.3,181.1245161
11,19.59172249,13.43996143,4,0.475834256,2.925806452,184.0503226
11,19.25453568,13.48833847,4,0.475596339,-0.3,183.7503226
11,19.0795517,13.51350689,0,0.475358541,-0.3,183.4503226
11,18.86120415,13.54458523,1,0.475120862,2.925806452,186.376129
11,18.70599365,13.56576347,4,0.474883301,-0.3,186.076129
11,18.63043213,13.57655716,0,0.474645859,-0.3,185.776129
11,18.47829819,13.59830475,2,0.474408537,-0.3,185.476129
11,18.32531929,13.62017822,2,0.474171332,-0.3,185.176129
11,18.17228508,13.64156532,1,0.473934247,-0.3,184.876129
11,18.01906013,13.65758133,1,0.473697279,-0.3,184.576129
11,17.85007286,13.66805553,0,0.473460431,3.510967742,188.0870968
11,17.59047699,13.69089794,0,0.473223701,-0.3,187.7870968
11,17.22480392,13.73084164,0,0.472987089,-0.3,187.4870968
11,16.80554008,13.77776051,0,0.472750595,3.510967742,190.9980645
11,16.3465004,13.82888412,0,0.47251422,-0.3,190.6980645
11,15.84944248,13.88387489,0,0.472277963,-0.3,190.3980645
11,15.31458473,13.94260406,0,0.472041824,3.510967742,193.9090323
11,14.74194431,14.00497532,0,0.471805803,-0.3,193.6090323
11,14.1315155,14.07089138,2,0.4715699,2.925806452,196.5348387
11,13.48328686,14.14024162,0,0.471334115,3.510967742,200.0458065
11,12.79725456,14.21298122,2,0.471098448,-0.3,199.7458065
11,12.07341671,14.28909016,0,0.470862899,3.510967742,203.2567742
11,11.31144524,14.36409664,1,0.470627467,2.925806452,206.1825806
11,10.51137352,14.38765144,1,0.470392154,2.925806452,209.1083871
11,9.687613487,14.31948471,4,0.470156958,-0.3,208.8083871
11,8.892310143,14.2080822,2,0.469921879,2.925806452,211.7341935
11,8.125638008,14.1007328,0,0.469686918,3.510967742,215.2451613
11,7.420408726,14.00392437,4,0.469452075,-0.3,214.9451613
11,6.910044193,13.93308067,2,0.469217349,2.925806452,217.8709677
11,6.464230537,13.86880684,1,0.46898274,-0.3,217.5709677
11,6.026186943,13.78377342,1,0.468748249,-0.3,217.2709677
11,5.602226734,13.66224098,1,0.468513874,2.925806452,220.1967742
11,5.2714715,13.54548836,4,0.468279617,-0.3,219.8967742
11,5.109939098,13.49790001,1,0.468045478,-0.3,219.5967742
11,4.953297615,13.44598484,3,0.467811455,-0.3,219.2967742
11,4.799382687,13.38952446,1,0.467577549,-0.3,218.9967742
11,4.634401321,13.3229723,0,0.46734376,3.510967742,222.5077419
11,4.423626423,13.23649025,3,0.467110089,-0.3,222.2077419
11,4.211855888,13.14892387,1,0.466876534,-0.3,221.9077419
11,4.006314754,13.05128288,2,0.466643095,-0.3,221.6077419
11,3.800786972,12.95207787,1,0.466409774,-0.3,221.3077419
11,3.604887724,12.83971786,1,0.466176569,-0.3,221.0077419
11,3.418451548,12.71570683,2,0.465943481,-0.3,220.7077419
11,3.235388756,12.58615971,3,0.465710509,-0.3,220.4077419
11,3.049115896,12.45794964,1,0.465477654,-10.2,210.2077419
12,70.22841644,-17.38297462,0,0.465477654,7.381935484,7.381935484
12,70.20781708,-17.23712921,1,0.465244915,2.925806452,10.30774194
12,70.18486023,-17.09099579,1,0.465012292,-0.3,10.00774194
12,70.157341,-16.94664001,3,0.464779786,-0.3,9.707741935
12,70.12919617,-16.80241013,1,0.464547396,-0.3,9.407741935
12,70.0929184,-16.64373589,0,0.464315123,-0.3,9.107741935
12,70.04208374,-16.39371109,0,0.464082965,-0.3,8.807741935
12,69.98204041,-16.06045151,3,0.463850923,2.925806452,11.73354839
12,69.9307785,-15.71674728,0,0.463618998,-0.3,11.43354839
12,69.86556244,-15.31945515,0,0.463387189,-0.3,11.13354839
12,69.78764343,-14.85741234,0,0.463155495,3.510967742,14.64451613
12,69.70249176,-14.35306931,0,0.462923917,-0.3,14.34451613
12,69.61330414,-13.81035423,3,0.462692455,2.925806452,17.27032258
12,69.54828644,-13.22877312,3,0.462461109,-0.3,16.97032258
12,69.54026031,-12.6116581,3,0.462229878,2.925806452,19.89612903
12,69.6072464,-11.9635849,3,0.461998763,2.925806452,22.82193548
12,69.75450134,-11.31164169,3,0.461767764,-0.3,22.52193548
12,69.97772217,-10.68100452,3,0.46153688,2.925806452,25.44774194
12,70.27147675,-10.08541107,2,0.461306112,-0.3,25.14774194
12,70.5741806,-9.590632439,4,0.461075459,2.925806452,28.07354839
12,70.78540039,-9.253678322,3,0.460844921,-0.3,27.77354839
12,70.96353149,-9.005537033,4,0.460614499,-0.3,27.47354839
12,71.04194641,-8.885075569,0,0.460384191,-0.3,27.17354839
12,71.14891815,-8.720513344,2,0.460153999,2.925806452,30.09935484
12,71.25750732,-8.556246758,3,0.459923922,-0.3,29.79935484
12,71.37103271,-8.395752907,2,0.45969396,-0.3,29.49935484
12,71.44089508,-8.295060158,4,0.459464113,-0.3,29.19935484
12,71.47275543,-8.248697281,0,0.459234381,-0.3,28.89935484
12,71.58127594,-8.090895653,0,0.459004764,-0.3,28.59935484
12,71.74892426,-7.847041607,0,0.458775262,-0.3,28.29935484
12,71.94499969,-7.561842918,0,0.458545874,3.510967742,31.81032258
12,72.16345215,-7.244093895,0,0.458316601,-0.3,31.51032258
12,72.40730286,-6.889432907,0,0.458087443,-0.3,31.21032258
12,72.69789886,-6.465830803,2,0.457858399,-0.3,30.91032258
12,73.01837921,-5.958641529,0,0.45762947,-10.2,20.71032258
13,70.22841644,-17.38297462,0,0.45762947,7.381935484,7.381935484
13,70.20793915,-17.23710823,2,0.457400655,2.925806452,10.30774194
13,70.1876297,-17.09033394,3,0.457171955,-0.3,10.00774194
13,70.17011261,-16.94341278,2,0.456943369,-0.3,9.707741935
13,70.14854431,-16.78054047,0,0.456714897,-0.3,9.407741935
13,70.11925507,-16.5651207,2,0.45648654,-0.3,9.107741935
13,70.08905029,-16.34920883,1,0.456258296,-0.3,8.807741935
13,70.05175018,-16.13485336,3,0.456030167,2.925806452,11.73354839
13,70.03044128,-15.99833965,4,0.455802152,-0.3,11.43354839
13,70.02957916,-15.99240398,4,0.455574251,-0.3,11.13354839
13,70.02957916,-15.99239254,1,0.455346464,-0.3,10.83354839
13,70.02185822,-15.93973446,0,0.455118791,-0.3,10.53354839
13,70.00034332,-15.79403305,1,0.454891231,-0.3,10.23354839
13,69.98621368,-15.70063972,4,0.454663786,-0.3,9.933548387
13,69.98577881,-15.69774437,2,0.454436454,-0.3,9.633548387
13,69.98544312,-15.69561386,1,0.454209236,-0.3,9.333548387
13,69.97740173,-15.64200497,0,0.453982131,-0.3,9.033548387
13,69.9559021,-15.49556828,3,0.45375514,-0.3,8.733548387
13,69.93618011,-15.34814548,1,0.453528262,-0.3,8.433548387
13,69.91487122,-15.20091248,1,0.453301498,-0.3,8.133548387
13,69.88838196,-15.05494881,1,0.453074847,2.925806452,11.05935484
13,69.85411835,-14.91222858,1,0.45284831,-0.3,10.75935484
13,69.83598328,-14.83767509,4,0.452621886,-0.3,10.45935484
13,69.82683563,-14.78455257,0,0.452395575,-0.3,10.15935484
13,69.80134583,-14.63936996,3,0.452169377,-0.3,9.859354839
13,69.78512573,-14.54631042,4,0.451943292,-0.3,9.559354839
13,69.78460693,-14.54343319,1,0.451717321,-0.3,9.259354839
13,69.78410339,-14.54134369,2,0.451491462,-0.3,8.959354839
13,69.78369141,-14.53922939,1,0.451265716,-0.3,8.659354839
13,69.78318787,-14.53713989,3,0.451040084,-0.3,8.359354839
13,69.78302765,-14.53635883,4,0.450814564,-0.3,8.059354839
13,69.78302765,-14.53635788,4,0.450589156,-0.3,7.759354839
13,69.78302765,-14.53635788,2,0.450363862,-0.3,7.459354839
13,69.77398682,-14.48391438,0,0.45013868,-0.3,7.159354839
13,69.7489624,-14.33876133,2,0.44991361,-0.3,6.859354839
13,69.72350311,-14.19279289,1,0.449688654,-0.3,6.559354839
13,69.69265747,-14.03220749,0,0.449463809,3.510967742,10.07032258
13,69.65406799,-13.82066822,1,0.449239077,-0.3,9.770322581
13,69.61071014,-13.60977936,3,0.449014458,-0.3,9.470322581
13,69.56957245,-13.39825535,1,0.448789951,-0.3,9.170322581
13,69.51996613,-13.18930721,1,0.448565556,-0.3,8.870322581
13,69.45598602,-12.98693943,1,0.448341273,2.925806452,11.79612903
13,69.38108826,-12.79038715,1,0.448117102,-0.3,11.49612903
13,69.29424286,-12.58413792,0,0.447893044,-0.3,11.19612903
13,69.18782043,-12.33398819,2,0.447669097,-0.3,10.89612903
13,69.08065033,-12.06888485,0,0.447445263,3.510967742,14.40709677
13,68.95824432,-11.73391819,0,0.44722154,-0.3,14.10709677
13,68.81224823,-11.3319273,2,0.446997929,-0.3,13.80709677
13,68.66470337,-10.9297123,2,0.44677443,2.925806452,16.73290323
13,68.51597595,-10.52793121,2,0.446551043,-0.3,16.43290323
13,68.36869049,-10.12569141,3,0.446327767,2.925806452,19.35870968
13,68.23982239,-9.709632874,0,0.446104604,-0.3,19.05870968
13,68.08345795,-9.245284081,0,0.445881551,-0.3,18.75870968
13,67.89393616,-8.696401596,0,0.445658611,3.510967742,22.26967742
13,67.67871094,-8.085090637,1,0.445435781,2.925806452,25.19548387
13,67.42132568,-7.482095718,1,0.445213063,-0.3,24.89548387
13,67.10282898,-6.916073322,2,0.444990457,2.925806452,27.82129032
13,66.75787354,-6.362554073,1,0.444767962,-0.3,27.52129032
13,66.41599274,-5.918667793,4,0.444545578,2.925806452,30.44709677
13,66.18004608,-5.624295712,1,0.444323305,-0.3,30.14709677
13,65.92203522,-5.35727644,1,0.444101143,-0.3,29.84709677
13,65.64221191,-5.117998123,3,0.443879093,2.925806452,32.77290323
13,65.348526,-4.89467001,3,0.443657153,-0.3,32.47290323
13,65.05325317,-4.667102814,3,0.443435324,-0.3,32.17290323
13,64.76599884,-4.427164078,3,0.443213607,2.925806452,35.09870968
13,64.49829865,-4.167850494,3,0.442992,-0.3,34.79870968
13,64.26371765,-3.884757519,3,0.442770504,-0.3,34.49870968
13,64.0577774,-3.583984137,2,0.442549119,-0.3,34.19870968
13,63.86518097,-3.273375273,2,0.442327844,2.925806452,37.12451613
13,63.66213989,-2.964709282,1,0.44210668,-0.3,36.82451613
13,63.44261932,-2.665608168,2,0.441885627,-0.3,36.52451613
13,63.22055817,-2.368263483,2,0.441664684,-0.3,36.22451613
13,62.99900055,-2.070546389,2,0.441443852,-0.3,35.92451613
13,62.78051758,-1.770666957,3,0.44122313,-0.3,35.62451613
13,62.71292877,-1.667328238,1,0.441002518,-10,25.62451613
14,70.23596954,-17.43565369,1,0.441002518,6.151612903,6.151612903
14,70.23596954,-17.43565369,1,0.440782017,-0.3,5.851612903
14,70.23596954,-17.43565369,1,0.440561626,-0.3,5.551612903
14,70.2285614,-17.38295364,0,0.440341345,-0.3,5.251612903
14,70.20696259,-17.23777008,2,0.440121174,2.925806452,8.177419355
14,70.18405151,-17.09234238,3,0.439901114,-0.3,7.877419355
14,70.16026306,-16.9312191,0,0.439681163,-0.3,7.577419355
14,70.13870239,-16.78235054,4,0.439461323,-0.3,7.277419355
14,70.13638306,-16.76638794,4,0.439241592,-0.3,6.977419355
14,70.13638306,-16.76637077,4,0.439021971,-0.3,6.677419355
14,70.13638306,-16.76637077,3,0.43880246,-0.3,6.377419355
14,70.13638306,-16.76637077,4,0.438583059,-0.3,6.077419355
14,70.12874603,-16.71370316,0,0.438363768,-0.3,5.777419355
14,70.10137177,-16.52482224,0,0.438144586,-0.3,5.477419355
14,70.06079865,-16.24759865,1,0.437925513,-0.3,5.177419355
14,70.02820587,-16.03229904,4,0.437706551,2.925806452,8.103225806
14,70.01293945,-15.92893505,1,0.437487697,-0.3,7.803225806
14,69.99369812,-15.80779934,0,0.437268954,-0.3,7.503225806
14,69.96643066,-15.62663174,2,0.437050319,-0.3,7.203225806
14,69.93935394,-15.44470596,2,0.436831794,-0.3,6.903225806
14,69.92229462,-15.33013153,4,0.436613378,-0.3,6.603225806
14,69.92150879,-15.32480717,2,0.436395071,-0.3,6.303225806
14,69.92086792,-15.32044697,2,0.436176874,-0.3,6.003225806
14,69.92019653,-15.31609249,1,0.435958785,-0.3,5.703225806
14,69.91932678,-15.31178379,3,0.435740806,-0.3,5.403225806
14,69.91860199,-15.3074398,1,0.435522936,-0.3,5.103225806
14,69.91023254,-15.25312996,0,0.435305174,-0.3,4.803225806
14,69.88803101,-15.10643101,1,0.435087521,2.925806452,7.729032258
14,69.86328888,-14.95950699,1,0.434869978,-0.3,7.429032258
14,69.83299255,-14.81493092,1,0.434652543,-0.3,7.129032258
14,69.8155365,-14.73262787,4,0.434435216,-0.3,6.829032258
14,69.81537628,-14.7315979,4,0.434217999,-0.3,6.529032258
14,69.80664825,-14.67910099,0,0.43400089,-0.3,6.229032258
14,69.78257751,-14.53380299,3,0.433783889,-0.3,5.929032258
14,69.75771332,-14.37285042,0,0.433566997,-0.3,5.629032258
14,69.71806335,-14.12804985,0,0.433350214,3.510967742,9.14
14,69.66358948,-13.79520798,0,0.433133539,-0.3,8.84
14,69.60146332,-13.4154911,0,0.432916972,-0.3,8.54
14,69.53510284,-13.00972748,4,0.432700514,2.925806452,11.46580645
14,69.4770813,-12.65479088,4,0.432484163,-0.3,11.16580645
14,69.44334412,-12.44969749,1,0.432267921,-0.3,10.86580645
14,69.40660095,-12.24820995,1,0.432051787,-0.3,10.56580645
14,69.38052368,-12.11128712,4,0.431835761,-0.3,10.26580645
14,69.37854004,-12.09963036,4,0.431619844,2.925806452,13.1916129
14,69.37854004,-12.09960842,1,0.431404034,-0.3,12.8916129
14,69.37854004,-12.09959221,1,0.431188332,-0.3,12.5916129
14,69.37854004,-12.09957695,3,0.430972737,-0.3,12.2916129
14,69.37854004,-12.09957027,4,0.430757251,-0.3,11.9916129
14,69.36956787,-12.04711437,0,0.430541872,-0.3,11.6916129
14,69.33740997,-11.85898876,0,0.430326601,-0.3,11.3916129
14,69.28787994,-11.56924152,0,0.430111438,-0.3,11.0916129
14,69.22996521,-11.23044586,0,0.429896382,-0.3,10.7916129
14,69.16539764,-10.85276222,0,0.429681434,3.510967742,14.30258065
14,69.09654999,-10.44997025,4,0.429466594,-0.3,14.00258065
