Episode Number,Car x Coordinates,Car y Coordinates,Action,Reward,Score
1,70.23596954345703,-17.435653686523438,3,6.151612903225807,6.151612903225807
1,70.23596954345703,-17.435653686523438,4,-0.29999999999999893,5.851612903225808
1,70.23596954345703,-17.435653686523438,3,-0.29999999999999893,5.551612903225809
1,70.23596954345703,-17.435653686523438,4,-0.29999999999999893,5.25161290322581
1,70.23596954345703,-17.435653686523438,3,-0.29999999999999893,4.951612903225811
1,70.22856140136719,-17.382957458496094,0,-0.29999999999999893,4.6516129032258124
1,70.20797729492188,-17.237125396728516,1,2.925806451612904,7.5774193548387165
1,70.185546875,-17.09082794189453,2,-0.29999999999999893,7.277419354838718
1,70.1619644165039,-16.92892837524414,0,-0.29999999999999893,6.977419354838719
1,70.132080078125,-16.715986251831055,3,-0.29999999999999893,6.67741935483872
1,70.10748291015625,-16.502107620239258,1,-0.29999999999999893,6.377419354838721
1,70.0779037475586,-16.275917053222656,0,-0.29999999999999893,6.077419354838722
1,70.03721618652344,-15.974876403808594,0,3.510967741935485,9.588387096774207
1,69.99650573730469,-15.673271179199219,4,-0.29999999999999893,9.288387096774208
1,69.9814682006836,-15.561784744262695,4,-0.29999999999999893,8.98838709677421
1,69.9808120727539,-15.556955337524414,4,-0.29999999999999893,8.68838709677421
1,69.9808120727539,-15.556950569152832,4,-0.29999999999999893,8.388387096774212
1,69.97370147705078,-15.50421142578125,0,-0.29999999999999893,8.088387096774213
1,69.95390319824219,-15.358259201049805,1,-0.29999999999999893,7.788387096774214
1,69.93228149414062,-15.211824417114258,3,-0.29999999999999893,7.488387096774215
1,69.91213989257812,-15.065154075622559,3,2.925806451612905,10.41419354838712
1,69.89718627929688,-14.9182767868042,3,-0.29999999999999893,10.11419354838712
1,69.88917541503906,-14.772042274475098,2,-0.29999999999999893,9.814193548387122
1,69.87928009033203,-14.625414848327637,2,-0.29999999999999893,9.514193548387123
1,69.87206268310547,-14.55120849609375,4,-0.29999999999999893,9.214193548387124
1,69.87195587158203,-14.550357818603516,1,-0.29999999999999893,8.914193548387125
1,69.87184143066406,-14.5497407913208,1,-0.29999999999999893,8.614193548387126
1,69.87167358398438,-14.549139976501465,3,-0.29999999999999893,8.314193548387127
1,69.87162017822266,-14.548913955688477,4,-0.29999999999999893,8.014193548387128
1,69.86580657958984,-14.496015548706055,0,-0.29999999999999893,7.714193548387129
1,69.84971618652344,-14.349602699279785,2,-0.29999999999999893,7.41419354838713
1,69.83324432373047,-14.202349662780762,1,-0.29999999999999893,7.1141935483871315
1,69.81402587890625,-14.055642127990723,2,2.925806451612905,10.040000000000036
1,69.80381774902344,-13.971358299255371,4,-0.29999999999999893,9.740000000000038
1,69.80361938476562,-13.969447135925293,3,-0.29999999999999893,9.440000000000039
1,69.80354309082031,-13.968035697937012,2,-0.29999999999999893,9.14000000000004
1,69.79745483398438,-13.914511680603027,0,-0.29999999999999893,8.84000000000004
1,69.78085327148438,-13.767682075500488,3,-0.29999999999999893,8.540000000000042
1,69.76596069335938,-13.619935035705566,2,-0.29999999999999893,8.240000000000043
1,69.74951934814453,-13.472325325012207,1,-0.29999999999999893,7.940000000000044
1,69.7289810180664,-13.32547664642334,3,-0.29999999999999893,7.640000000000045
1,69.70905303955078,-13.161394119262695,0,-0.29999999999999893,7.340000000000046
1,69.68431091308594,-12.942903518676758,3,2.925806451612905,10.265806451612951
1,69.66996765136719,-12.799826622009277,4,-0.29999999999999893,9.965806451612952
1,69.66699981689453,-12.773347854614258,3,-0.29999999999999893,9.665806451612953
1,69.6660385131836,-12.763895034790039,4,-0.29999999999999893,9.365806451612954
1,69.6600341796875,-12.711007118225098,0,-0.29999999999999893,9.065806451612955
1,69.64352416992188,-12.564640045166016,3,-0.29999999999999893,8.765806451612956
1,69.63329315185547,-12.470732688903809,4,-0.29999999999999893,8.465806451612957
1,69.63311767578125,-12.469133377075195,4,-0.29999999999999893,8.165806451612958
1,69.62713623046875,-12.416251182556152,0,-0.29999999999999893,7.8658064516129595
1,69.60569763183594,-12.226603507995605,0,-0.29999999999999893,7.565806451612961
1,69.5738296508789,-11.948243141174316,1,2.925806451612903,10.491612903225864
1,69.53690338134766,-11.666214942932129,2,-0.29999999999999893,10.191612903225865
1,69.502197265625,-11.383772850036621,2,-0.29999999999999893,9.891612903225866
1,69.4695053100586,-11.101097106933594,3,-0.29999999999999893,9.591612903225867
1,69.44939422607422,-10.818224906921387,3,2.925806451612903,12.51741935483877
1,69.4476089477539,-10.537102699279785,2,-0.29999999999999893,12.217419354838771
1,69.4434585571289,-10.24361801147461,0,-0.29999999999999893,11.917419354838772
1,69.42697143554688,-9.911042213439941,2,2.925806451612903,14.843225806451676
1,69.40707397460938,-9.578170776367188,1,-0.29999999999999893,14.543225806451677
1,69.37159729003906,-9.247404098510742,3,-0.29999999999999893,14.243225806451678
1,69.34700012207031,-8.915143013000488,3,2.9258064516129014,17.16903225806458
1,69.3433609008789,-8.582738876342773,2,-0.30000000000000426,16.869032258064575
1,69.33064270019531,-8.249910354614258,2,-0.3000000000000025,16.569032258064574
1,69.31502532958984,-7.906100273132324,0,-0.29999999999999893,16.269032258064577
1,69.30074310302734,-7.524191379547119,3,2.9258064516128997,19.194838709677477
1,69.308349609375,-7.133109092712402,0,-0.30000000000000426,18.894838709677472
1,69.30569458007812,-6.681163787841797,0,3.5109677419354797,22.405806451612953
1,69.29943084716797,-6.1303534507751465,0,-0.30000000000000426,22.10580645161295
1,69.28982543945312,-5.506176948547363,1,2.9258064516128997,25.03161290322585
1,69.24842834472656,-4.877979755401611,3,-0.30000000000000426,24.731612903225844
1,69.21892547607422,-4.335054397583008,4,2.9258064516128997,27.657419354838744
1,69.20046997070312,-3.9797990322113037,1,-0.30000000000000426,27.35741935483874
1,69.16387939453125,-3.629182815551758,1,2.9258064516128997,30.28322580645164
1,69.10028076171875,-3.2763173580169678,0,-0.30000000000000426,29.983225806451635
1,69.02803039550781,-2.89066743850708,1,-0.30000000000000426,29.68322580645163
1,68.92858123779297,-2.51379132270813,2,2.9258064516128997,32.60903225806453
1,68.85121154785156,-2.2204742431640625,4,-0.30000000000000426,32.309032258064526
1,68.82238006591797,-2.0875301361083984,0,-0.30000000000000426,32.00903225806452
1,68.79366302490234,-1.9563342332839966,4,-0.30000000000000426,31.709032258064518
1,68.78718566894531,-1.9266815185546875,3,-0.30000000000000426,31.409032258064514
1,68.78496551513672,-1.9160326719284058,4,-0.30000000000000426,31.10903225806451
1,68.78496551513672,-1.9160118103027344,3,-0.30000000000000426,30.809032258064505
1,68.78496551513672,-1.9159976243972778,2,-0.30000000000000426,30.5090322580645
1,68.78496551513672,-1.9159822463989258,2,-0.30000000000000426,30.209032258064497
1,68.78496551513672,-1.9159672260284424,2,-0.30000000000000426,29.909032258064492
1,68.78496551513672,-1.9159519672393799,3,-0.30000000000000426,29.609032258064488
1,68.78496551513672,-1.9159374237060547,2,-0.30000000000000426,29.309032258064484
1,68.78496551513672,-1.915921926498413,1,-0.30000000000000426,29.00903225806448
1,68.78496551513672,-1.9159070253372192,1,-0.30000000000000426,28.709032258064475
1,68.78496551513672,-1.9158927202224731,1,-0.30000000000000426,28.40903225806447
1,68.78496551513672,-1.9158782958984375,2,-0.30000000000000426,28.109032258064467
1,68.78496551513672,-1.915863275527954,3,-0.30000000000000426,27.809032258064462
1,68.77339935302734,-1.86391019821167,0,-0.30000000000000426,27.509032258064458
1,68.74148559570312,-1.7201244831085205,3,-0.30000000000000426,27.209032258064454
1,68.70793151855469,-1.5607504844665527,0,3.5109677419354797,30.719999999999935
1,68.65506744384766,-1.318453073501587,0,-0.30000000000000426,30.41999999999993
1,68.58602905273438,-1.0009565353393555,3,-0.30000000000000426,30.119999999999926
1,68.52362823486328,-0.678144633769989,2,-0.30000000000000426,29.819999999999922
1,68.45642852783203,-0.35607248544692993,1,2.9258064516128997,32.74580645161282
1,68.37688446044922,-0.03746267780661583,2,-0.30000000000000426,32.44580645161282
1,68.3029556274414,0.2829422652721405,2,-0.30000000000000426,32.14580645161281
1,68.25033569335938,0.5170906186103821,4,-0.30000000000000426,31.84580645161281
1,68.23197174072266,0.5992007851600647,3,2.925806451612896,34.7716129032257
1,68.21498107910156,0.6802183985710144,2,-0.30000000000000426,34.4716129032257
1,68.20703887939453,0.7169820666313171,4,-0.30000000000000426,34.17161290322569
1,68.20701599121094,0.7170838713645935,4,-0.30000000000000426,33.87161290322569
1,68.20701599121094,0.7170838713645935,1,-0.30000000000000426,33.571612903225684
1,68.20701599121094,0.7170839309692383,1,-0.30000000000000426,33.27161290322568
1,68.19541931152344,0.769020140171051,0,-0.30000000000000426,32.971612903225676
1,68.17362213134766,0.8660681247711182,4,-0.30000000000000426,32.67161290322567
1,68.1728286743164,0.8695259690284729,1,-0.30000000000000426,32.37161290322567
1,68.17256927490234,0.8704583644866943,4,-0.30000000000000426,32.07161290322566
1,68.17256927490234,0.8704596161842346,1,-0.30000000000000426,31.77161290322566
1,68.17256927490234,0.8704605102539062,4,-0.30000000000000426,31.471612903225655
1,68.17256927490234,0.8704601526260376,2,-0.30000000000000426,31.17161290322565
1,68.17256927490234,0.8704598546028137,1,-0.30000000000000426,30.871612903225646
1,68.17256927490234,0.8704601526260376,3,-0.30000000000000426,30.571612903225642
1,68.17256927490234,0.8704599142074585,1,-0.30000000000000426,30.271612903225638
1,68.17256927490234,0.8704604506492615,4,-0.30000000000000426,29.971612903225633
1,68.16095733642578,0.9223937392234802,0,-0.30000000000000426,29.67161290322563
1,68.12881469726562,1.0661377906799316,2,-0.30000000000000426,29.371612903225625
1,68.09676361083984,1.2108006477355957,3,-0.30000000000000426,29.07161290322562
1,68.0674819946289,1.3558344841003418,2,-0.30000000000000426,28.771612903225616
1,68.03689575195312,1.5006873607635498,3,-0.30000000000000426,28.471612903225612
1,68.00665283203125,1.6625099182128906,0,3.5109677419354797,31.982580645161093
1,67.96124267578125,1.8771522045135498,1,-0.30000000000000426,31.68258064516109
1,67.90577697753906,2.102494716644287,0,-0.30000000000000426,31.382580645161084
1,67.8451156616211,2.3706612586975098,2,-0.30000000000000426,31.08258064516108
1,67.7832260131836,2.6499998569488525,0,-0.30000000000000426,30.782580645161076
1,67.73182678222656,2.881913423538208,4,2.9258064516128997,33.708387096773976
1,67.71054077148438,2.9784584045410156,3,-0.30000000000000426,33.40838709677397
1,67.6864013671875,3.093698263168335,0,-0.30000000000000426,33.10838709677397
1,67.63955688476562,3.3082876205444336,0,-0.30000000000000426,32.80838709677396
1,67.57091522216797,3.6206204891204834,0,-0.30000000000000426,32.50838709677396
1,67.49156951904297,3.981769561767578,2,2.9258064516128997,35.43419354838686
1,67.40251922607422,4.381167888641357,1,-0.30000000000000426,35.134193548386854
1,67.29444885253906,4.807435989379883,3,-0.30000000000000426,34.83419354838685
1,67.18850708007812,5.245037078857422,0,3.5109677419354797,38.34516129032233
1,67.09588623046875,5.634422302246094,4,-0.30000000000000426,38.045161290322326
1,67.04328918457031,5.855247497558594,0,-0.30000000000000426,37.74516129032232
1,66.98292541503906,6.106374740600586,1,-0.30000000000000426,37.44516129032232
1,66.9163589477539,6.355801582336426,1,2.9258064516128997,40.37096774193522
1,66.83674621582031,6.610321998596191,0,-0.30000000000000426,40.07096774193521
1,66.74732208251953,6.900714874267578,2,-0.30000000000000426,39.77096774193521
1,66.66505432128906,7.194316387176514,3,-0.30000000000000426,39.470967741935205
1,66.59831237792969,7.4907612800598145,3,-0.30000000000000426,39.1709677419352
1,66.55245971679688,7.788416862487793,1,2.9258064516128997,42.0967741935481
1,66.50458526611328,8.087264060974121,1,-0.30000000000000426,41.796774193548096
1,66.44522094726562,8.385112762451172,2,-0.30000000000000426,41.49677419354809
1,66.38204956054688,8.6821870803833,1,-0.30000000000000426,41.19677419354809
1,66.30093383789062,8.98600959777832,0,-0.30000000000000426,40.89677419354808
1,66.21321105957031,9.360977172851562,0,3.5109677419354797,44.407741935483564
1,66.11491394042969,9.80623722076416,3,-0.30000000000000426,44.10774193548356
1,66.0438232421875,10.255541801452637,3,-0.30000000000000426,43.807741935483556
1,66.0201187133789,10.70406436920166,3,-0.30000000000000426,43.50774193548355
2,70.2284164428711,-17.38297462463379,0,7.3819354838709685,7.3819354838709685
2,70.20188903808594,-17.193971633911133,0,3.510967741935486,10.892903225806455
2,70.16255950927734,-16.916566848754883,1,-0.29999999999999893,10.592903225806456
2,70.11680603027344,-16.626773834228516,0,-0.29999999999999893,10.292903225806457
2,70.06512451171875,-16.28135108947754,0,-0.29999999999999893,9.992903225806458
2,70.005126953125,-15.881977081298828,1,2.925806451612905,12.918709677419363
2,69.93006134033203,-15.466948509216309,0,-0.29999999999999893,12.618709677419364
2,69.85747528076172,-15.025343894958496,3,2.925806451612903,15.544516129032267
2,69.8102798461914,-14.664336204528809,4,-0.29999999999999893,15.244516129032268
2,69.79025268554688,-14.53012466430664,4,-0.29999999999999893,14.94451612903227
2,69.78539276123047,-14.497767448425293,2,-0.29999999999999893,14.64451612903227
2,69.78364562988281,-14.486135482788086,4,-0.29999999999999893,14.344516129032272
2,69.78364562988281,-14.486112594604492,3,-0.29999999999999893,14.044516129032273
2,69.78364562988281,-14.486096382141113,2,-0.29999999999999893,13.744516129032274
2,69.78364562988281,-14.486079216003418,1,-0.29999999999999893,13.444516129032275
2,69.7757339477539,-14.433445930480957,0,-0.29999999999999893,13.144516129032276
2,69.75379943847656,-14.287800788879395,2,-0.29999999999999893,12.844516129032277
2,69.73204803466797,-14.141242027282715,3,2.925806451612903,15.77032258064518
2,69.71080780029297,-13.979113578796387,0,-0.29999999999999893,15.470322580645181
2,69.68958282470703,-13.829883575439453,4,-0.29999999999999893,15.170322580645182
2,69.68724060058594,-13.813887596130371,4,-0.29999999999999893,14.870322580645183
2,69.68724060058594,-13.813870429992676,4,-0.29999999999999893,14.570322580645184
2,69.68724060058594,-13.813870429992676,4,-0.29999999999999893,14.270322580645185
2,69.68724060058594,-13.813870429992676,2,-0.29999999999999893,13.970322580645187
2,69.68724060058594,-13.813870429992676,2,-0.29999999999999893,13.670322580645188
2,69.68724060058594,-13.813870429992676,2,-0.29999999999999893,13.370322580645189
2,69.68724060058594,-13.813870429992676,2,-0.29999999999999893,13.07032258064519
2,69.6795425415039,-13.761212348937988,0,-0.29999999999999893,12.77032258064519
2,69.65824890136719,-13.61546516418457,2,-0.29999999999999893,12.470322580645192
2,69.63654327392578,-13.468891143798828,1,-0.29999999999999893,12.170322580645193
2,69.60982513427734,-13.307567596435547,0,-0.29999999999999893,11.870322580645194
2,69.5766830444336,-13.095108985900879,1,2.925806451612905,14.796129032258099
2,69.53874206542969,-12.883176803588867,2,-0.29999999999999893,14.4961290322581
2,69.50489044189453,-12.67037296295166,3,-0.29999999999999893,14.196129032258101
2,69.47762298583984,-12.443838119506836,0,-0.29999999999999893,13.896129032258102
2,69.43777465820312,-12.173760414123535,1,-0.29999999999999893,13.596129032258103
2,69.38646697998047,-11.90561580657959,2,2.925806451612903,16.521935483871005
2,69.34232330322266,-11.635847091674805,3,-0.29999999999999893,16.221935483871007
2,69.31219482421875,-11.364741325378418,1,-0.29999999999999893,15.921935483871009
2,69.28767395019531,-11.182022094726562,4,-0.29999999999999893,15.62193548387101
2,69.28248596191406,-11.146410942077637,2,-0.29999999999999893,15.32193548387101
2,69.28063201904297,-11.133622169494629,4,-0.29999999999999893,15.021935483871012
2,69.28063201904297,-11.133597373962402,1,-0.29999999999999893,14.721935483871013
2,69.2729721069336,-11.080925941467285,0,-0.29999999999999893,14.421935483871014
2,69.25162506103516,-10.935195922851562,1,2.925806451612905,17.347741935483917
2,69.22632598876953,-10.77430534362793,0,-0.29999999999999893,17.04774193548392
2,69.1895980834961,-10.529043197631836,0,-0.29999999999999893,16.747741935483923
2,69.15155792236328,-10.272089958190918,4,-0.29999999999999893,16.447741935483926
2,69.13746643066406,-10.176900863647461,4,-0.29999999999999893,16.14774193548393
2,69.12937927246094,-10.122299194335938,0,-0.29999999999999893,15.84774193548393
2,69.10128784179688,-9.932624816894531,0,3.5109677419354837,19.358709677419412
2,69.05966186523438,-9.654422760009766,1,-0.30000000000000426,19.058709677419408
2,69.01275634765625,-9.372926712036133,3,-0.30000000000000426,18.758709677419404
2,68.96666717529297,-9.081608772277832,0,-0.30000000000000426,18.4587096774194
2,68.91217803955078,-8.730337142944336,0,3.5109677419354797,21.96967741935488
2,68.84972381591797,-8.318410873413086,3,-0.30000000000000426,21.669677419354876
2,68.80545043945312,-7.977406978607178,4,-0.30000000000000426,21.369677419354872
2,68.78687286376953,-7.8486199378967285,4,2.9258064516128997,24.29548387096777
2,68.78530883789062,-7.837812900543213,4,-0.30000000000000426,23.995483870967767
2,68.77769470214844,-7.785131454467773,0,-0.30000000000000426,23.695483870967763
2,68.7634506225586,-7.686655521392822,4,-0.30000000000000426,23.39548387096776
2,68.7629165649414,-7.683145523071289,1,-0.30000000000000426,23.095483870967755
2,68.76272583007812,-7.68219518661499,4,-0.30000000000000426,22.79548387096775
2,68.76272583007812,-7.682193756103516,1,-0.30000000000000426,22.495483870967746
2,68.76272583007812,-7.682192325592041,3,-0.30000000000000426,22.195483870967742
2,68.76272583007812,-7.682191848754883,4,-0.30000000000000426,21.895483870967738
2,68.76272583007812,-7.682191848754883,3,-0.30000000000000426,21.595483870967733
2,68.7551040649414,-7.6295247077941895,0,-0.30000000000000426,21.29548387096773
2,68.7278060913086,-7.440645217895508,0,-0.30000000000000426,20.995483870967725
2,68.68571472167969,-7.149745941162109,0,-0.30000000000000426,20.69548387096772
2,68.63650512695312,-6.8096022605896,2,2.9258064516128997,23.62129032258062
2,68.5816421508789,-6.430412292480469,2,-0.30000000000000426,23.321290322580616
2,68.52318572998047,-6.016613006591797,3,-0.30000000000000426,23.02129032258061
2,68.48068237304688,-5.667237281799316,4,2.9258064516128997,25.94709677419351
2,68.45405578613281,-5.469322204589844,0,-0.30000000000000426,25.647096774193507
2,68.42254638671875,-5.232177734375,3,-0.30000000000000426,25.347096774193503
2,68.3954849243164,-4.994304180145264,2,-0.30000000000000426,25.0470967741935
2,68.36457061767578,-4.74556827545166,0,3.5109677419354797,28.55806451612898
2,68.32794189453125,-4.458553791046143,2,-0.30000000000000426,28.258064516128975
2,68.30168914794922,-4.252333164215088,4,-0.30000000000000426,27.95806451612897
2,68.29190063476562,-4.175356864929199,2,-0.30000000000000426,27.658064516128967
